Block,Species,Sex,Year,Quota
Deka Tail,Bushbuck,Male,2004,
Deka Tail,Bushbuck,Male,2005,
Deka Tail,Bushbuck,Male,2006,
Deka Tail,Bushbuck,Male,2007,3
Deka Tail,Bushbuck,Male,2008,3
Deka Tail,Bushbuck,Male,2009,3
Deka Tail,Bushbuck,Male,2010,3
Deka Tail,Bushbuck,Male,2011,3
Deka Tail,Bushbuck,Male,2012,3
Deka Tail,Bushbuck,Male,2013,3
Deka Tail,Bushbuck,Male,2014,3
Deka Tail,Bushbuck,Male,2015,3
Deka Tail,Bushbuck,Male,2016,3
Deka Tail,Bushbuck,Male,2017,3
Deka Tail,Bushbuck,Male,2018,3
Deka Tail,Bushpig,Either,2000,
Deka Tail,Bushpig,Either,2001,
Deka Tail,Bushpig,Either,2002,
Deka Tail,Bushpig,Either,2003,
Deka Tail,Bushpig,Either,2004,
Deka Tail,Bushpig,Either,2005,
Deka Tail,Bushpig,Either,2006,
Deka Tail,Bushpig,Either,2007,7
Deka Tail,Bushpig,Either,2008,7
Deka Tail,Bushpig,Either,2009,7
Deka Tail,Bushpig,Either,2010,7
Deka Tail,Bushpig,Either,2011,2
Deka Tail,Bushpig,Either,2012,2
Deka Tail,Bushpig,Either,2013,2
Deka Tail,Bushpig,Either,2014,2
Deka Tail,Bushpig,Either,2015,2
Deka Tail,Bushpig,Either,2016,2
Deka Tail,Bushpig,Either,2017,2
Deka Tail,Bushpig,Either,2018,2
Deka Tail,Civet,Either,2000,
Deka Tail,Civet,Either,2001,
Deka Tail,Civet,Either,2002,
Deka Tail,Civet,Either,2003,
Deka Tail,Civet,Either,2004,
Deka Tail,Civet,Either,2005,
Deka Tail,Civet,Either,2006,
Deka Tail,Civet,Either,2007,1
Deka Tail,Civet,Either,2008,1
Deka Tail,Civet,Either,2009,1
Deka Tail,Civet,Either,2010,1
Deka Tail,Civet,Either,2011,1
Deka Tail,Civet,Either,2012,1
Deka Tail,Civet,Either,2013,1
Deka Tail,Civet,Either,2014,1
Deka Tail,Civet,Either,2015,1
Deka Tail,Civet,Either,2016,1
Deka Tail,Civet,Either,2017,1
Deka Tail,Civet,Either,2018,1
Deka Tail,Duiker,Either,2000,
Deka Tail,Duiker,Either,2001,
Deka Tail,Duiker,Either,2002,
Deka Tail,Duiker,Either,2003,
Deka Tail,Duiker,Either,2004,
Deka Tail,Duiker,Either,2005,
Deka Tail,Duiker,Either,2006,
Deka Tail,Duiker,Either,2007,9
Deka Tail,Duiker,Either,2008,9
Deka Tail,Duiker,Either,2009,9
Deka Tail,Duiker,Either,2010,9
Deka Tail,Duiker,Either,2011,9
Deka Tail,Duiker,Either,2012,9
Deka Tail,Duiker,Either,2013,9
Deka Tail,Duiker,Either,2014,3
Deka Tail,Duiker,Either,2015,3
Deka Tail,Duiker,Either,2016,3
Deka Tail,Duiker,Either,2017,3
Deka Tail,Duiker,Either,2018,3
Deka Tail,Eland,Male,2000,
Deka Tail,Eland,Male,2001,
Deka Tail,Eland,Male,2002,
Deka Tail,Eland,Male,2003,
Deka Tail,Eland,Male,2004,
Deka Tail,Eland,Male,2005,
Deka Tail,Eland,Male,2006,
Deka Tail,Eland,Male,2007,0
Deka Tail,Eland,Male,2008,0
Deka Tail,Eland,Male,2009,0
Deka Tail,Eland,Male,2010,0
Deka Tail,Eland,Male,2011,0
Deka Tail,Eland,Male,2012,0
Deka Tail,Eland,Male,2013,0
Deka Tail,Eland,Male,2014,0
Deka Tail,Eland,Male,2015,0
Deka Tail,Eland,Male,2016,0
Deka Tail,Eland,Male,2017,0
Deka Tail,Eland,Male,2018,0
Deka Tail,Eland,Female,2000,
Deka Tail,Eland,Female,2001,
Deka Tail,Eland,Female,2002,
Deka Tail,Eland,Female,2003,
Deka Tail,Eland,Female,2004,
Deka Tail,Eland,Female,2005,
Deka Tail,Eland,Female,2006,
Deka Tail,Eland,Female,2007,0
Deka Tail,Eland,Female,2008,0
Deka Tail,Eland,Female,2009,0
Deka Tail,Eland,Female,2010,0
Deka Tail,Eland,Female,2011,0
Deka Tail,Eland,Female,2012,0
Deka Tail,Eland,Female,2013,0
Deka Tail,Eland,Female,2014,0
Deka Tail,Eland,Female,2015,0
Deka Tail,Eland,Female,2016,0
Deka Tail,Eland,Female,2017,0
Deka Tail,Eland,Female,2018,0
Deka Tail,Elephant,Male,2000,
Deka Tail,Elephant,Male,2001,
Deka Tail,Elephant,Male,2002,
Deka Tail,Elephant,Male,2003,
Deka Tail,Elephant,Male,2004,
Deka Tail,Elephant,Male,2005,
Deka Tail,Elephant,Male,2006,
Deka Tail,Elephant,Male,2007,5
Deka Tail,Elephant,Male,2008,5
Deka Tail,Elephant,Male,2009,5
Deka Tail,Elephant,Male,2010,5
Deka Tail,Elephant,Male,2011,3
Deka Tail,Elephant,Male,2012,3
Deka Tail,Elephant,Male,2013,3
Deka Tail,Elephant,Male,2014,3
Deka Tail,Elephant,Male,2015,3
Deka Tail,Elephant,Male,2016,3
Deka Tail,Elephant,Male,2017,3
Deka Tail,Elephant,Male,2018,3
Deka Tail,Elephant,t/l,2000,
Deka Tail,Elephant,t/l,2001,
Deka Tail,Elephant,t/l,2002,
Deka Tail,Elephant,t/l,2003,
Deka Tail,Elephant,t/l,2004,
Deka Tail,Elephant,t/l,2005,
Deka Tail,Elephant,t/l,2006,
Deka Tail,Elephant,t/l,2007,4
Deka Tail,Elephant,t/l,2008,4
Deka Tail,Elephant,t/l,2009,4
Deka Tail,Elephant,t/l,2010,4
Deka Tail,Elephant,t/l,2011,4
Deka Tail,Elephant,t/l,2012,4
Deka Tail,Elephant,t/l,2013,3
Deka Tail,Elephant,t/l,2014,3
Deka Tail,Elephant,t/l,2015,3
Deka Tail,Elephant,t/l,2016,0
Deka Tail,Elephant,t/l,2017,0
Deka Tail,Elephant,t/l,2018,0
Deka Tail,Francolin,Either,2000,
Deka Tail,Francolin,Either,2001,
Deka Tail,Francolin,Either,2002,
Deka Tail,Francolin,Either,2003,
Deka Tail,Francolin,Either,2004,
Deka Tail,Francolin,Either,2005,
Deka Tail,Francolin,Either,2006,
Deka Tail,Francolin,Either,2007,150
Deka Tail,Francolin,Either,2008,150
Deka Tail,Francolin,Either,2009,150
Deka Tail,Francolin,Either,2010,150
Deka Tail,Francolin,Either,2011,150
Deka Tail,Francolin,Either,2012,150
Deka Tail,Francolin,Either,2013,150
Deka Tail,Francolin,Either,2014,150
Deka Tail,Francolin,Either,2015,150
Deka Tail,Francolin,Either,2016,150
Deka Tail,Francolin,Either,2017,150
Deka Tail,Francolin,Either,2018,150
Deka Tail,Genet,Either,2000,
Deka Tail,Genet,Either,2001,
Deka Tail,Genet,Either,2002,
Deka Tail,Genet,Either,2003,
Deka Tail,Genet,Either,2004,
Deka Tail,Genet,Either,2005,
Deka Tail,Genet,Either,2006,
Deka Tail,Genet,Either,2007,2
Deka Tail,Genet,Either,2008,2
Deka Tail,Genet,Either,2009,2
Deka Tail,Genet,Either,2010,2
Deka Tail,Genet,Either,2011,2
Deka Tail,Genet,Either,2012,2
Deka Tail,Genet,Either,2013,2
Deka Tail,Genet,Either,2014,2
Deka Tail,Genet,Either,2015,2
Deka Tail,Genet,Either,2016,2
Deka Tail,Genet,Either,2017,2
Deka Tail,Genet,Either,2018,2
Deka Tail,Grysbok,Male,2000,
Deka Tail,Grysbok,Male,2001,
Deka Tail,Grysbok,Male,2002,
Deka Tail,Grysbok,Male,2003,
Deka Tail,Grysbok,Male,2004,
Deka Tail,Grysbok,Male,2005,
Deka Tail,Grysbok,Male,2006,
Deka Tail,Grysbok,Male,2007,5
Deka Tail,Grysbok,Male,2008,5
Deka Tail,Grysbok,Male,2009,5
Deka Tail,Grysbok,Male,2010,5
Deka Tail,Grysbok,Male,2011,5
Deka Tail,Grysbok,Male,2012,5
Deka Tail,Grysbok,Male,2013,5
Deka Tail,Grysbok,Male,2014,5
Deka Tail,Grysbok,Male,2015,5
Deka Tail,Grysbok,Male,2016,5
Deka Tail,Grysbok,Male,2017,5
Deka Tail,Grysbok,Male,2018,5
Deka Tail,Guinea fowl,Either,2000,
Deka Tail,Guinea fowl,Either,2001,
Deka Tail,Guinea fowl,Either,2002,
Deka Tail,Guinea fowl,Either,2003,
Deka Tail,Guinea fowl,Either,2004,
Deka Tail,Guinea fowl,Either,2005,
Deka Tail,Guinea fowl,Either,2006,
Deka Tail,Guinea fowl,Either,2007,150
Deka Tail,Guinea fowl,Either,2008,150
Deka Tail,Guinea fowl,Either,2009,150
Deka Tail,Guinea fowl,Either,2010,150
Deka Tail,Guinea fowl,Either,2011,150
Deka Tail,Guinea fowl,Either,2012,150
Deka Tail,Guinea fowl,Either,2013,150
Deka Tail,Guinea fowl,Either,2014,150
Deka Tail,Guinea fowl,Either,2015,150
Deka Tail,Guinea fowl,Either,2016,150
Deka Tail,Guinea fowl,Either,2017,150
Deka Tail,Guinea fowl,Either,2018,150
Deka Tail,Giraffe,Male,2000,
Deka Tail,Giraffe,Male,2001,
Deka Tail,Giraffe,Male,2002,
Deka Tail,Giraffe,Male,2003,
Deka Tail,Giraffe,Male,2004,
Deka Tail,Giraffe,Male,2005,
Deka Tail,Giraffe,Male,2006,
Deka Tail,Giraffe,Male,2007,0
Deka Tail,Giraffe,Male,2008,0
Deka Tail,Giraffe,Male,2009,0
Deka Tail,Giraffe,Male,2010,0
Deka Tail,Giraffe,Male,2011,0
Deka Tail,Giraffe,Male,2012,0
Deka Tail,Giraffe,Male,2013,1
Deka Tail,Giraffe,Male,2014,1
Deka Tail,Giraffe,Male,2015,1
Deka Tail,Giraffe,Male,2016,1
Deka Tail,Giraffe,Male,2017,1
Deka Tail,Giraffe,Male,2018,1
Deka Tail,Impala,Female,2000,
Deka Tail,Impala,Female,2001,
Deka Tail,Impala,Female,2002,
Deka Tail,Impala,Female,2003,
Deka Tail,Impala,Female,2004,
Deka Tail,Impala,Female,2005,
Deka Tail,Impala,Female,2006,
Deka Tail,Impala,Female,2007,20
Deka Tail,Impala,Female,2008,20
Deka Tail,Impala,Female,2009,20
Deka Tail,Impala,Female,2010,20
Deka Tail,Impala,Female,2011,20
Deka Tail,Impala,Female,2012,20
Deka Tail,Impala,Female,2013,20
Deka Tail,Impala,Female,2014,20
Deka Tail,Impala,Female,2015,20
Deka Tail,Impala,Female,2016,10
Deka Tail,Impala,Female,2017,10
Deka Tail,Impala,Female,2018,10
Deka Tail,Impala,Male,2000,
Deka Tail,Impala,Male,2001,
Deka Tail,Impala,Male,2002,
Deka Tail,Impala,Male,2003,
Deka Tail,Impala,Male,2004,
Deka Tail,Impala,Male,2005,
Deka Tail,Impala,Male,2006,
Deka Tail,Impala,Male,2007,20
Deka Tail,Impala,Male,2008,20
Deka Tail,Impala,Male,2009,20
Deka Tail,Impala,Male,2010,20
Deka Tail,Impala,Male,2011,20
Deka Tail,Impala,Male,2012,20
Deka Tail,Impala,Male,2013,20
Deka Tail,Impala,Male,2014,20
Deka Tail,Impala,Male,2015,20
Deka Tail,Impala,Male,2016,10
Deka Tail,Impala,Male,2017,10
Deka Tail,Impala,Male,2018,10
Deka Tail,Jackal,Either,2000,
Deka Tail,Jackal,Either,2001,
Deka Tail,Jackal,Either,2002,
Deka Tail,Jackal,Either,2003,
Deka Tail,Jackal,Either,2004,
Deka Tail,Jackal,Either,2005,
Deka Tail,Jackal,Either,2006,
Deka Tail,Jackal,Either,2007,6
Deka Tail,Jackal,Either,2008,6
Deka Tail,Jackal,Either,2009,6
Deka Tail,Jackal,Either,2010,6
Deka Tail,Jackal,Either,2011,6
Deka Tail,Jackal,Either,2012,6
Deka Tail,Jackal,Either,2013,6
Deka Tail,Jackal,Either,2014,6
Deka Tail,Jackal,Either,2015,2
Deka Tail,Jackal,Either,2016,2
Deka Tail,Jackal,Either,2017,2
Deka Tail,Jackal,Either,2018,2
Deka Tail,Klipspringer,Male,2000,
Deka Tail,Klipspringer,Male,2001,
Deka Tail,Klipspringer,Male,2002,
Deka Tail,Klipspringer,Male,2003,
Deka Tail,Klipspringer,Male,2004,
Deka Tail,Klipspringer,Male,2005,
Deka Tail,Klipspringer,Male,2006,
Deka Tail,Klipspringer,Male,2007,3
Deka Tail,Klipspringer,Male,2008,3
Deka Tail,Klipspringer,Male,2009,3
Deka Tail,Klipspringer,Male,2010,3
Deka Tail,Klipspringer,Male,2011,3
Deka Tail,Klipspringer,Male,2012,3
Deka Tail,Klipspringer,Male,2013,3
Deka Tail,Klipspringer,Male,2014,3
Deka Tail,Klipspringer,Male,2015,3
Deka Tail,Klipspringer,Male,2016,3
Deka Tail,Klipspringer,Male,2017,3
Deka Tail,Klipspringer,Male,2018,3
Deka Tail,Kudu,Female,2000,
Deka Tail,Kudu,Female,2001,
Deka Tail,Kudu,Female,2002,
Deka Tail,Kudu,Female,2003,
Deka Tail,Kudu,Female,2004,
Deka Tail,Kudu,Female,2005,
Deka Tail,Kudu,Female,2006,
Deka Tail,Kudu,Female,2007,4
Deka Tail,Kudu,Female,2008,4
Deka Tail,Kudu,Female,2009,4
Deka Tail,Kudu,Female,2010,4
Deka Tail,Kudu,Female,2011,4
Deka Tail,Kudu,Female,2012,4
Deka Tail,Kudu,Female,2013,4
Deka Tail,Kudu,Female,2014,3
Deka Tail,Kudu,Female,2015,3
Deka Tail,Kudu,Female,2016,3
Deka Tail,Kudu,Female,2017,3
Deka Tail,Kudu,Female,2018,3
Deka Tail,Kudu,Male,2000,
Deka Tail,Kudu,Male,2001,
Deka Tail,Kudu,Male,2002,
Deka Tail,Kudu,Male,2003,
Deka Tail,Kudu,Male,2004,
Deka Tail,Kudu,Male,2005,
Deka Tail,Kudu,Male,2006,
Deka Tail,Kudu,Male,2007,8
Deka Tail,Kudu,Male,2008,8
Deka Tail,Kudu,Male,2009,8
Deka Tail,Kudu,Male,2010,8
Deka Tail,Kudu,Male,2011,8
Deka Tail,Kudu,Male,2012,8
Deka Tail,Kudu,Male,2013,8
Deka Tail,Kudu,Male,2014,8
Deka Tail,Kudu,Male,2015,8
Deka Tail,Kudu,Male,2016,8
Deka Tail,Kudu,Male,2017,8
Deka Tail,Kudu,Male,2018,8
Deka Tail,Leopard,Male,2000,
Deka Tail,Leopard,Male,2001,
Deka Tail,Leopard,Male,2002,
Deka Tail,Leopard,Male,2003,
Deka Tail,Leopard,Male,2004,
Deka Tail,Leopard,Male,2005,
Deka Tail,Leopard,Male,2006,
Deka Tail,Leopard,Male,2007,4
Deka Tail,Leopard,Male,2008,4
Deka Tail,Leopard,Male,2009,4
Deka Tail,Leopard,Male,2010,4
Deka Tail,Leopard,Male,2011,3
Deka Tail,Leopard,Male,2012,3
Deka Tail,Leopard,Male,2013,3
Deka Tail,Leopard,Male,2014,2
Deka Tail,Leopard,Male,2015,2
Deka Tail,Leopard,Male,2016,2
Deka Tail,Leopard,Male,2017,1
Deka Tail,Leopard,Male,2018,2
Deka Tail,Lion,Male,2000,
Deka Tail,Lion,Male,2001,
Deka Tail,Lion,Male,2002,
Deka Tail,Lion,Male,2003,
Deka Tail,Lion,Male,2004,
Deka Tail,Lion,Male,2005,
Deka Tail,Lion,Male,2006,
Deka Tail,Lion,Male,2007,0
Deka Tail,Lion,Male,2008,0
Deka Tail,Lion,Male,2009,0
Deka Tail,Lion,Male,2010,1
Deka Tail,Lion,Male,2011,1
Deka Tail,Lion,Male,2012,1
Deka Tail,Lion,Male,2013,1
Deka Tail,Lion,Male,2014,1
Deka Tail,Lion,Male,2015,1
Deka Tail,Lion,Male,2016,2
Deka Tail,Lion,Male,2017,2
Deka Tail,Lion,Male,2018,2
Deka Tail,Pigeons/Doves,Either,2000,
Deka Tail,Pigeons/Doves,Either,2001,
Deka Tail,Pigeons/Doves,Either,2002,
Deka Tail,Pigeons/Doves,Either,2003,
Deka Tail,Pigeons/Doves,Either,2004,
Deka Tail,Pigeons/Doves,Either,2005,
Deka Tail,Pigeons/Doves,Either,2006,
Deka Tail,Pigeons/Doves,Either,2007,150
Deka Tail,Pigeons/Doves,Either,2008,150
Deka Tail,Pigeons/Doves,Either,2009,150
Deka Tail,Pigeons/Doves,Either,2010,150
Deka Tail,Pigeons/Doves,Either,2011,150
Deka Tail,Pigeons/Doves,Either,2012,150
Deka Tail,Pigeons/Doves,Either,2013,150
Deka Tail,Pigeons/Doves,Either,2014,150
Deka Tail,Pigeons/Doves,Either,2015,150
Deka Tail,Pigeons/Doves,Either,2016,150
Deka Tail,Pigeons/Doves,Either,2017,150
Deka Tail,Pigeons/Doves,Either,2018,150
Deka Tail,Porcupine,Either,2000,
Deka Tail,Porcupine,Either,2001,
Deka Tail,Porcupine,Either,2002,
Deka Tail,Porcupine,Either,2003,
Deka Tail,Porcupine,Either,2004,
Deka Tail,Porcupine,Either,2005,
Deka Tail,Porcupine,Either,2006,
Deka Tail,Porcupine,Either,2007,2
Deka Tail,Porcupine,Either,2008,2
Deka Tail,Porcupine,Either,2009,2
Deka Tail,Porcupine,Either,2010,2
Deka Tail,Porcupine,Either,2011,2
Deka Tail,Porcupine,Either,2012,2
Deka Tail,Porcupine,Either,2013,2
Deka Tail,Porcupine,Either,2014,2
Deka Tail,Porcupine,Either,2015,2
Deka Tail,Porcupine,Either,2016,2
Deka Tail,Porcupine,Either,2017,2
Deka Tail,Porcupine,Either,2018,2
Deka Tail,Spotted hyaena,Either,2000,
Deka Tail,Spotted hyaena,Either,2001,
Deka Tail,Spotted hyaena,Either,2002,
Deka Tail,Spotted hyaena,Either,2003,
Deka Tail,Spotted hyaena,Either,2004,
Deka Tail,Spotted hyaena,Either,2005,
Deka Tail,Spotted hyaena,Either,2006,
Deka Tail,Spotted hyaena,Either,2007,10
Deka Tail,Spotted hyaena,Either,2008,10
Deka Tail,Spotted hyaena,Either,2009,10
Deka Tail,Spotted hyaena,Either,2010,10
Deka Tail,Spotted hyaena,Either,2011,10
Deka Tail,Spotted hyaena,Either,2012,10
Deka Tail,Spotted hyaena,Either,2013,10
Deka Tail,Spotted hyaena,Either,2014,10
Deka Tail,Spotted hyaena,Either,2015,10
Deka Tail,Spotted hyaena,Either,2016,10
Deka Tail,Spotted hyaena,Either,2017,3
Deka Tail,Spotted hyaena,Either,2018,3
Deka Tail,Sable,Male,2000,
Deka Tail,Sable,Male,2001,
Deka Tail,Sable,Male,2002,
Deka Tail,Sable,Male,2003,
Deka Tail,Sable,Male,2004,
Deka Tail,Sable,Male,2005,
Deka Tail,Sable,Male,2006,
Deka Tail,Sable,Male,2007,1
Deka Tail,Sable,Male,2008,1
Deka Tail,Sable,Male,2009,1
Deka Tail,Sable,Male,2010,1
Deka Tail,Sable,Male,2011,1
Deka Tail,Sable,Male,2012,1
Deka Tail,Sable,Male,2013,1
Deka Tail,Sable,Male,2014,1
Deka Tail,Sable,Male,2015,1
Deka Tail,Sable,Male,2016,1
Deka Tail,Sable,Male,2017,0
Deka Tail,Sable,Male,2018,0
Deka Tail,Sandgrouse,Either,2000,
Deka Tail,Sandgrouse,Either,2001,
Deka Tail,Sandgrouse,Either,2002,
Deka Tail,Sandgrouse,Either,2003,
Deka Tail,Sandgrouse,Either,2004,
Deka Tail,Sandgrouse,Either,2005,
Deka Tail,Sandgrouse,Either,2006,
Deka Tail,Sandgrouse,Either,2007,50
Deka Tail,Sandgrouse,Either,2008,50
Deka Tail,Sandgrouse,Either,2009,50
Deka Tail,Sandgrouse,Either,2010,50
Deka Tail,Sandgrouse,Either,2011,50
Deka Tail,Sandgrouse,Either,2012,50
Deka Tail,Sandgrouse,Either,2013,50
Deka Tail,Sandgrouse,Either,2014,50
Deka Tail,Sandgrouse,Either,2015,50
Deka Tail,Sandgrouse,Either,2016,50
Deka Tail,Sandgrouse,Either,2017,50
Deka Tail,Sandgrouse,Either,2018,50
Deka Tail,Serval,Either,2000,
Deka Tail,Serval,Either,2001,
Deka Tail,Serval,Either,2002,
Deka Tail,Serval,Either,2003,
Deka Tail,Serval,Either,2004,
Deka Tail,Serval,Either,2005,
Deka Tail,Serval,Either,2006,
Deka Tail,Serval,Either,2007,1
Deka Tail,Serval,Either,2008,1
Deka Tail,Serval,Either,2009,1
Deka Tail,Serval,Either,2010,1
Deka Tail,Serval,Either,2011,1
Deka Tail,Serval,Either,2012,1
Deka Tail,Serval,Either,2013,1
Deka Tail,Serval,Either,2014,1
Deka Tail,Serval,Either,2015,1
Deka Tail,Serval,Either,2016,1
Deka Tail,Serval,Either,2017,1
Deka Tail,Serval,Either,2018,1
Deka Tail,Waterbuck,Male,2000,
Deka Tail,Waterbuck,Male,2001,
Deka Tail,Waterbuck,Male,2002,
Deka Tail,Waterbuck,Male,2003,
Deka Tail,Waterbuck,Male,2004,
Deka Tail,Waterbuck,Male,2005,
Deka Tail,Waterbuck,Male,2006,
Deka Tail,Waterbuck,Male,2007,0
Deka Tail,Waterbuck,Male,2008,0
Deka Tail,Waterbuck,Male,2009,0
Deka Tail,Waterbuck,Male,2010,0
Deka Tail,Waterbuck,Male,2011,0
Deka Tail,Waterbuck,Male,2012,0
Deka Tail,Waterbuck,Male,2013,1
Deka Tail,Waterbuck,Male,2014,1
Deka Tail,Waterbuck,Male,2015,1
Deka Tail,Waterbuck,Male,2016,1
Deka Tail,Waterbuck,Male,2017,1
Deka Tail,Waterbuck,Male,2018,1
Deka Tail,Warthog,Male,2000,
Deka Tail,Warthog,Male,2001,
Deka Tail,Warthog,Male,2002,
Deka Tail,Warthog,Male,2003,
Deka Tail,Warthog,Male,2004,
Deka Tail,Warthog,Male,2005,
Deka Tail,Warthog,Male,2006,
Deka Tail,Warthog,Male,2007,7
Deka Tail,Warthog,Male,2008,7
Deka Tail,Warthog,Male,2009,7
Deka Tail,Warthog,Male,2010,7
Deka Tail,Warthog,Male,2011,7
Deka Tail,Warthog,Male,2012,7
Deka Tail,Warthog,Male,2013,7
Deka Tail,Warthog,Male,2014,4
Deka Tail,Warthog,Male,2015,4
Deka Tail,Warthog,Male,2016,4
Deka Tail,Warthog,Male,2017,4
Deka Tail,Warthog,Male,2018,4
Deka Tail,Wildcat,Either,2000,
Deka Tail,Wildcat,Either,2001,
Deka Tail,Wildcat,Either,2002,
Deka Tail,Wildcat,Either,2003,
Deka Tail,Wildcat,Either,2004,
Deka Tail,Wildcat,Either,2005,
Deka Tail,Wildcat,Either,2006,
Deka Tail,Wildcat,Either,2007,2
Deka Tail,Wildcat,Either,2008,2
Deka Tail,Wildcat,Either,2009,2
Deka Tail,Wildcat,Either,2010,2
Deka Tail,Wildcat,Either,2011,2
Deka Tail,Wildcat,Either,2012,2
Deka Tail,Wildcat,Either,2013,2
Deka Tail,Wildcat,Either,2014,2
Deka Tail,Wildcat,Either,2015,2
Deka Tail,Wildcat,Either,2016,2
Deka Tail,Wildcat,Either,2017,2
Deka Tail,Wildcat,Either,2018,2
Deka Tail,Zebra,Either,2000,
Deka Tail,Zebra,Either,2001,
Deka Tail,Zebra,Either,2002,
Deka Tail,Zebra,Either,2003,
Deka Tail,Zebra,Either,2004,
Deka Tail,Zebra,Either,2005,
Deka Tail,Zebra,Either,2006,
Deka Tail,Zebra,Either,2007,5
Deka Tail,Zebra,Either,2008,5
Deka Tail,Zebra,Either,2009,5
Deka Tail,Zebra,Either,2010,5
Deka Tail,Zebra,Either,2011,0
Deka Tail,Zebra,Either,2012,0
Deka Tail,Zebra,Either,2013,0
Deka Tail,Zebra,Either,2014,0
Deka Tail,Zebra,Either,2015,0
Deka Tail,Zebra,Either,2016,0
Deka Tail,Zebra,Either,2017,0
Deka Tail,Zebra,Either,2018,0
Fuller,Buffalo,Male,2000,
Fuller,Buffalo,Male,2001,5
Fuller,Buffalo,Male,2002,6
Fuller,Buffalo,Male,2003,6
Fuller,Buffalo,Male,2004,6
Fuller,Buffalo,Male,2005,6
Fuller,Buffalo,Male,2006,6
Fuller,Buffalo,Male,2007,5
Fuller,Buffalo,Male,2008,6
Fuller,Buffalo,Male,2009,6
Fuller,Buffalo,Male,2010,6
Fuller,Buffalo,Male,2011,6
Fuller,Buffalo,Male,2012,6
Fuller,Buffalo,Male,2013,6
Fuller,Buffalo,Male,2014,6
Fuller,Buffalo,Male,2015,6
Fuller,Buffalo,Male,2016,3
Fuller,Buffalo,Male,2017,0
Fuller,Buffalo,Male,2018,0
Fuller,Bushbuck,Male,2000,
Fuller,Bushbuck,Male,2001,0
Fuller,Bushbuck,Male,2002,0
Fuller,Bushbuck,Male,2003,0
Fuller,Bushbuck,Male,2004,0
Fuller,Bushbuck,Male,2005,0
Fuller,Bushbuck,Male,2006,1
Fuller,Bushbuck,Male,2007,1
Fuller,Bushbuck,Male,2008,1
Fuller,Bushbuck,Male,2009,1
Fuller,Bushbuck,Male,2010,1
Fuller,Bushbuck,Male,2011,1
Fuller,Bushbuck,Male,2012,1
Fuller,Bushbuck,Male,2013,1
Fuller,Bushbuck,Male,2014,1
Fuller,Bushbuck,Male,2015,1
Fuller,Bushbuck,Male,2016,1
Fuller,Bushbuck,Male,2017,0
Fuller,Bushbuck,Male,2018,0
Fuller,Duiker,Male,2000,
Fuller,Duiker,Male,2001,4
Fuller,Duiker,Male,2002,4
Fuller,Duiker,Male,2003,4
Fuller,Duiker,Male,2004,4
Fuller,Duiker,Male,2005,4
Fuller,Duiker,Male,2006,4
Fuller,Duiker,Male,2007,4
Fuller,Duiker,Male,2008,4
Fuller,Duiker,Male,2009,4
Fuller,Duiker,Male,2010,4
Fuller,Duiker,Male,2011,4
Fuller,Duiker,Male,2012,4
Fuller,Duiker,Male,2013,4
Fuller,Duiker,Male,2014,4
Fuller,Duiker,Male,2015,4
Fuller,Duiker,Male,2016,4
Fuller,Duiker,Male,2017,0
Fuller,Duiker,Male,2018,0
Fuller,Elephant,Male,2000,
Fuller,Elephant,Male,2001,2
Fuller,Elephant,Male,2002,3
Fuller,Elephant,Male,2003,3
Fuller,Elephant,Male,2004,3
Fuller,Elephant,Male,2005,3
Fuller,Elephant,Male,2006,3
Fuller,Elephant,Male,2007,3
Fuller,Elephant,Male,2008,4
Fuller,Elephant,Male,2009,3
Fuller,Elephant,Male,2010,3
Fuller,Elephant,Male,2011,3
Fuller,Elephant,Male,2012,3
Fuller,Elephant,Male,2013,3
Fuller,Elephant,Male,2014,3
Fuller,Elephant,Male,2015,3
Fuller,Elephant,Male,2016,1
Fuller,Elephant,Male,2017,0
Fuller,Elephant,Male,2018,0
Fuller,Giraffe,Male,2000,
Fuller,Giraffe,Male,2001,0
Fuller,Giraffe,Male,2002,0
Fuller,Giraffe,Male,2003,0
Fuller,Giraffe,Male,2004,0
Fuller,Giraffe,Male,2005,0
Fuller,Giraffe,Male,2006,0
Fuller,Giraffe,Male,2007,0
Fuller,Giraffe,Male,2008,0
Fuller,Giraffe,Male,2009,0
Fuller,Giraffe,Male,2010,0
Fuller,Giraffe,Male,2011,0
Fuller,Giraffe,Male,2012,0
Fuller,Giraffe,Male,2013,0
Fuller,Giraffe,Male,2014,0
Fuller,Giraffe,Male,2015,0
Fuller,Giraffe,Male,2016,0
Fuller,Giraffe,Male,2017,0
Fuller,Giraffe,Male,2018,0
Fuller,Impala,Male,2000,
Fuller,Impala,Male,2001,5
Fuller,Impala,Male,2002,5
Fuller,Impala,Male,2003,5
Fuller,Impala,Male,2004,5
Fuller,Impala,Male,2005,5
Fuller,Impala,Male,2006,5
Fuller,Impala,Male,2007,8
Fuller,Impala,Male,2008,8
Fuller,Impala,Male,2009,8
Fuller,Impala,Male,2010,8
Fuller,Impala,Male,2011,8
Fuller,Impala,Male,2012,8
Fuller,Impala,Male,2013,8
Fuller,Impala,Male,2014,8
Fuller,Impala,Male,2015,8
Fuller,Impala,Male,2016,8
Fuller,Impala,Male,2017,0
Fuller,Impala,Male,2018,0
Fuller,Kudu,Male,2000,
Fuller,Kudu,Male,2001,4
Fuller,Kudu,Male,2002,4
