"","Species","Block","Sex","Year","Quota","Adult.Body.Mass.Kg","quota_weight"
"4122","Steenbok","Matetsi 3","Male",2003,NA,11.33333,NA
"4123","Steenbok","Hwange 2","Male",2006,0,11.33333,0
"4124","Steenbok","Hwange 2","Male",2007,1,11.33333,11.33333
"4125","Steenbok","Hwange 2","Male",2008,1,11.33333,11.33333
"4126","Steenbok","Matetsi 4","Male",2007,1,11.33333,11.33333
"4127","Steenbok","Matetsi 6","Male",2004,NA,11.33333,NA
"4128","Steenbok","Matetsi 4","Male",2009,1,11.33333,11.33333
"4129","Steenbok","Matetsi 4","Male",2010,1,11.33333,11.33333
"4130","Steenbok","Matetsi 6","Male",2007,5,11.33333,56.66665
"4131","Steenbok","Hwange 2","Male",2014,1,11.33333,11.33333
"4132","Steenbok","Hwange 2","Male",2015,1,11.33333,11.33333
"4133","Steenbok","Matetsi 3","Male",2001,NA,11.33333,NA
"4134","Steenbok","Hwange 2","Male",2017,1,11.33333,11.33333
"4135","Steenbok","Hwange 2","Male",2018,1,11.33333,11.33333
"4136","Steenbok","Matetsi 5","Male",2007,1,11.33333,11.33333
"4137","Steenbok","Matetsi 5","Male",2008,1,11.33333,11.33333
"4138","Steenbok","Matetsi 5","Male",2009,1,11.33333,11.33333
"4139","Steenbok","Hwange 2","Male",2009,1,11.33333,11.33333
"4140","Steenbok","Matetsi 4","Male",2008,1,11.33333,11.33333
"4141","Steenbok","Hwange 2","Male",2011,1,11.33333,11.33333
"4142","Steenbok","Hwange 2","Male",2012,1,11.33333,11.33333
"4143","Steenbok","Hwange 2","Male",2013,1,11.33333,11.33333
"4144","Steenbok","Matetsi 4","Male",2011,1,11.33333,11.33333
"4145","Steenbok","Matetsi 4","Male",2012,1,11.33333,11.33333
"4146","Steenbok","Hwange 2","Male",2016,1,11.33333,11.33333
"4147","Steenbok","Matetsi 4","Male",2014,1,11.33333,11.33333
"4148","Steenbok","Matetsi 4","Male",2015,1,11.33333,11.33333
"4149","Steenbok","Matetsi 4","Male",2016,1,11.33333,11.33333
"4150","Steenbok","Matetsi 4","Male",2017,1,11.33333,11.33333
"4151","Steenbok","Matetsi 4","Male",2018,1,11.33333,11.33333
"4152","Steenbok","Matetsi 5","Male",2010,NA,11.33333,NA
"4153","Steenbok","Hwange 2","Male",2010,1,11.33333,11.33333
"4154","Steenbok","Hwange 1","Male",2009,2,11.33333,22.66666
"4155","Steenbok","Hwange 1","Male",2010,2,11.33333,22.66666
"4156","Steenbok","Hwange 1","Male",2011,2,11.33333,22.66666
"4157","Steenbok","Hwange 2","Male",2000,NA,11.33333,NA
"4158","Steenbok","Hwange 2","Male",2001,NA,11.33333,NA
"4159","Steenbok","Hwange 2","Male",2002,NA,11.33333,NA
"4160","Steenbok","Hwange 2","Male",2003,NA,11.33333,NA
"4161","Steenbok","Hwange 2","Male",2004,NA,11.33333,NA
"4162","Steenbok","Hwange 2","Male",2005,NA,11.33333,NA
"4163","Steenbok","Matetsi 2","Male",2014,1,11.33333,11.33333
"4164","Steenbok","Matetsi 2","Male",2015,1,11.33333,11.33333
"4165","Steenbok","Matetsi 2","Male",2016,1,11.33333,11.33333
"4166","Steenbok","Hwange 1","Male",2008,2,11.33333,22.66666
"4167","Steenbok","Matetsi 2","Male",2018,1,11.33333,11.33333
"4168","Steenbok","Matetsi 3","Male",2007,3,11.33333,33.99999
"4169","Steenbok","Matetsi 3","Male",2008,3,11.33333,33.99999
"4170","Steenbok","Matetsi 3","Male",2009,3,11.33333,33.99999
"4171","Steenbok","Matetsi 3","Male",2010,3,11.33333,33.99999
"4172","Steenbok","Matetsi 3","Male",2011,3,11.33333,33.99999
"4173","Steenbok","Matetsi 3","Male",2012,3,11.33333,33.99999
"4174","Steenbok","Matetsi 3","Male",2013,3,11.33333,33.99999
"4175","Steenbok","Matetsi 3","Male",2014,3,11.33333,33.99999
"4176","Steenbok","Matetsi 3","Male",2015,3,11.33333,33.99999
"4177","Steenbok","Matetsi 3","Male",2016,3,11.33333,33.99999
"4178","Steenbok","Matetsi 3","Male",2017,3,11.33333,33.99999
"4179","Steenbok","Matetsi 2","Male",2017,1,11.33333,11.33333
"4180","Steenbok","Matetsi 5","Male",2011,1,11.33333,11.33333
"4181","Steenbok","Matetsi 5","Male",2012,1,11.33333,11.33333
"4182","Steenbok","Matetsi 5","Male",2013,1,11.33333,11.33333
"4183","Steenbok","Matetsi 5","Male",2014,1,11.33333,11.33333
"4184","Steenbok","Matetsi 5","Male",2015,1,11.33333,11.33333
"4185","Steenbok","Matetsi 5","Male",2016,1,11.33333,11.33333
"4186","Steenbok","Matetsi 5","Male",2017,1,11.33333,11.33333
"4187","Steenbok","Matetsi 5","Male",2018,1,11.33333,11.33333
"4188","Steenbok","Matetsi 4","Male",2013,1,11.33333,11.33333
"4189","Steenbok","Matetsi 2","Male",2000,NA,11.33333,NA
"4190","Steenbok","Matetsi 2","Male",2001,NA,11.33333,NA
"4191","Steenbok","Matetsi 2","Male",2002,NA,11.33333,NA
"4192","Steenbok","Matetsi 3","Male",2018,3,11.33333,33.99999
"4193","Steenbok","Matetsi 2","Male",2004,NA,11.33333,NA
"4194","Steenbok","Matetsi 2","Male",2005,NA,11.33333,NA
"4195","Steenbok","Matetsi 2","Male",2006,1,11.33333,11.33333
"4196","Steenbok","Matetsi 2","Male",2007,1,11.33333,11.33333
"4197","Steenbok","Matetsi 2","Male",2008,1,11.33333,11.33333
"4198","Steenbok","Matetsi 2","Male",2009,1,11.33333,11.33333
"4199","Steenbok","Matetsi 2","Male",2010,1,11.33333,11.33333
"4200","Steenbok","Matetsi 2","Male",2011,1,11.33333,11.33333
"4201","Steenbok","Matetsi 2","Male",2012,1,11.33333,11.33333
"4202","Steenbok","Matetsi 2","Male",2013,1,11.33333,11.33333
"4203","Steenbok","Ngamo & Sikumi","Male",2000,4,11.33333,45.33332
"4204","Steenbok","Ngamo & Sikumi","Male",2001,4,11.33333,45.33332
"4205","Steenbok","Ngamo & Sikumi","Male",2002,4,11.33333,45.33332
"4206","Steenbok","Ngamo & Sikumi","Male",2003,4,11.33333,45.33332
"4207","Steenbok","Ngamo & Sikumi","Male",2004,4,11.33333,45.33332
"4208","Steenbok","Ngamo & Sikumi","Male",2005,4,11.33333,45.33332
"4209","Steenbok","Ngamo & Sikumi","Male",2006,4,11.33333,45.33332
"4210","Steenbok","Ngamo & Sikumi","Male",2007,4,11.33333,45.33332
"4211","Steenbok","Ngamo & Sikumi","Male",2008,4,11.33333,45.33332
"4212","Steenbok","Ngamo & Sikumi","Male",2009,4,11.33333,45.33332
"4213","Steenbok","Ngamo & Sikumi","Male",2010,4,11.33333,45.33332
"4214","Steenbok","Ngamo & Sikumi","Male",2011,4,11.33333,45.33332
"4215","Steenbok","Ngamo & Sikumi","Male",2012,4,11.33333,45.33332
"4216","Steenbok","Ngamo & Sikumi","Male",2013,4,11.33333,45.33332
"4217","Steenbok","Ngamo & Sikumi","Male",2014,4,11.33333,45.33332
"4218","Steenbok","Ngamo & Sikumi","Male",2015,4,11.33333,45.33332
"4219","Steenbok","Ngamo & Sikumi","Male",2016,4,11.33333,45.33332
"4220","Steenbok","Ngamo & Sikumi","Male",2017,4,11.33333,45.33332
"4221","Steenbok","Ngamo & Sikumi","Male",2018,4,11.33333,45.33332
"4222","Steenbok","Matetsi 6","Male",2016,5,11.33333,56.66665
"4223","Steenbok","Matetsi 6","Male",2017,5,11.33333,56.66665
"4224","Steenbok","Matetsi 6","Male",2018,5,11.33333,56.66665
"4225","Steenbok","Hwange 1","Male",2012,2,11.33333,22.66666
"4226","Steenbok","Hwange 1","Male",2013,2,11.33333,22.66666
"4227","Steenbok","Hwange 1","Male",2014,2,11.33333,22.66666
"4228","Steenbok","Hwange 1","Male",2015,2,11.33333,22.66666
"4229","Steenbok","Hwange 1","Male",2016,2,11.33333,22.66666
"4230","Steenbok","Hwange 1","Male",2017,2,11.33333,22.66666
"4231","Steenbok","Hwange 1","Male",2018,2,11.33333,22.66666
"4232","Steenbok","Matetsi 2","Male",2003,NA,11.33333,NA
"4233","Steenbok","Matetsi 5","Male",2003,NA,11.33333,NA
"4234","Steenbok","Matetsi 5","Male",2004,NA,11.33333,NA
"4235","Steenbok","Matetsi 5","Male",2001,NA,11.33333,NA
"4236","Steenbok","Matetsi 5","Male",2002,NA,11.33333,NA
"4237","Steenbok","Matetsi 5","Male",2005,NA,11.33333,NA
"4238","Tsessebe","Fuller","Male",2008,1,119,119
"4239","Tsessebe","Fuller","Male",2010,0,119,0
"4240","Tsessebe","Fuller","Male",2007,1,119,119
"4241","Tsessebe","Fuller","Male",2011,0,119,0
"4242","Tsessebe","Fuller","Male",2015,0,119,0
"4243","Tsessebe","Fuller","Male",2006,1,119,119
"4244","Tsessebe","Fuller","Male",2009,1,119,119
"4245","Tsessebe","Fuller","Male",2002,1,119,119
"4246","Tsessebe","Fuller","Male",2017,0,119,0
"4247","Tsessebe","Fuller","Male",2018,0,119,0
"4248","Tsessebe","Fuller","Male",2004,1,119,119
"4249","Tsessebe","Fuller","Male",2012,0,119,0
"4250","Tsessebe","Fuller","Male",2014,0,119,0
"4251","Tsessebe","Fuller","Male",2013,0,119,0
"4252","Tsessebe","Fuller","Male",2000,NA,119,NA
"4253","Tsessebe","Fuller","Male",2001,1,119,119
"4254","Tsessebe","Fuller","Male",2005,1,119,119
"4255","Tsessebe","Fuller","Male",2016,0,119,0
"4256","Tsessebe","Fuller","Male",2003,1,119,119
"4257","Warthog","Matetsi 1","Female",2003,5,91.249995,456.249975
"4258","Warthog","Kazuma","Female",2011,3,91.249995,273.749985
"4259","Warthog","Matetsi 4","Male",2018,15,91.249995,1368.749925
"4260","Warthog","Matetsi 5","Male",2002,NA,91.249995,NA
"4261","Warthog","Matetsi 4","Male",2016,15,91.249995,1368.749925
"4262","Warthog","Matetsi 1","Female",2002,5,91.249995,456.249975
"4263","Warthog","Matetsi 1","Female",2004,30,91.249995,2737.49985
"4264","Warthog","Deka Pool","Male",2012,9,91.249995,821.249955
"4265","Warthog","Hwange 1","Male",2008,4,91.249995,364.99998
"4266","Warthog","Matetsi 4","Male",2008,18,91.249995,1642.49991
"4267","Warthog","Matetsi 4","Female",2000,NA,91.249995,NA
"4268","Warthog","Matetsi 4","Male",2004,NA,91.249995,NA
"4269","Warthog","Matetsi 5","Male",2004,NA,91.249995,NA
"4270","Warthog","Matetsi 1","Female",2001,5,91.249995,456.249975
"4271","Warthog","Kazuma","Female",2010,3,91.249995,273.749985
"4272","Warthog","Matetsi 6","Male",2005,NA,91.249995,NA
"4273","Warthog","Hwange 1","Male",2007,4,91.249995,364.99998
"4274","Warthog","Matetsi 6","Male",2015,15,91.249995,1368.749925
"4275","Warthog","Matetsi 4","Male",2017,15,91.249995,1368.749925
"4276","Warthog","Matetsi 5","Female",2016,0,91.249995,0
"4277","Warthog","Matetsi 4","Male",2006,18,91.249995,1642.49991
"4278","Warthog","Kazuma","Female",2005,3,91.249995,273.749985
"4279","Warthog","Matetsi 5","Male",2001,NA,91.249995,NA
"4280","Warthog","Matetsi 4","Male",2005,NA,91.249995,NA
"4281","Warthog","Matetsi 5","Female",2015,0,91.249995,0
"4282","Warthog","Matetsi 4","Male",2014,18,91.249995,1642.49991
"4283","Warthog","Kazuma","Female",2016,3,91.249995,273.749985
"4284","Warthog","Matetsi 5","Female",2007,3,91.249995,273.749985
"4285","Warthog","Matetsi 4","Male",2003,NA,91.249995,NA
"4286","Warthog","Kazuma","Female",2004,3,91.249995,273.749985
"4287","Warthog","Matetsi 5","Female",2006,NA,91.249995,NA
"4288","Warthog","Matetsi 1","Female",2005,30,91.249995,2737.49985
"4289","Warthog","Matetsi 4","Male",2015,18,91.249995,1642.49991
"4290","Warthog","Matetsi 5","Male",2006,NA,91.249995,NA
"4291","Warthog","Matetsi 4","Male",2007,18,91.249995,1642.49991
"4292","Warthog","Matetsi 4","Male",2012,18,91.249995,1642.49991
"4293","Warthog","Matetsi 6","Male",2011,12,91.249995,1094.99994
"4294","Warthog","Matetsi 4","Male",2002,NA,91.249995,NA
"4295","Warthog","Kazuma","Female",2015,3,91.249995,273.749985
"4296","Warthog","Fuller","Male",2009,9,91.249995,821.249955
"4297","Warthog","Matetsi 6","Male",2014,12,91.249995,1094.99994
"4298","Warthog","Matetsi 1","Female",2009,5,91.249995,456.249975
"4299","Warthog","Kazuma","Female",2017,3,91.249995,273.749985
"4300","Warthog","Ngamo & Sikumi","Female",2018,0,91.249995,0
"4301","Warthog","Kazuma","Female",2006,3,91.249995,273.749985
"4302","Warthog","Matetsi 5","Male",2005,NA,91.249995,NA
"4303","Warthog","Matetsi 4","Male",2010,18,91.249995,1642.49991
"4304","Warthog","Fuller","Male",2003,9,91.249995,821.249955
"4305","Warthog","Matetsi 5","Female",2003,NA,91.249995,NA
"4306","Warthog","Matetsi 5","Male",2000,NA,91.249995,NA
"4307","Warthog","Matetsi 4","Male",2013,18,91.249995,1642.49991
"4308","Warthog","Matetsi 4","Male",2001,NA,91.249995,NA
"4309","Warthog","Kazuma","Female",2014,3,91.249995,273.749985
"4310","Warthog","Hwange 1","Male",2004,NA,91.249995,NA
"4311","Warthog","Hwange 1","Male",2005,NA,91.249995,NA
"4312","Warthog","Hwange 1","Male",2009,4,91.249995,364.99998
"4313","Warthog","Fuller","Male",2000,NA,91.249995,NA
"4314","Warthog","Fuller","Male",2011,9,91.249995,821.249955
"4315","Warthog","Matetsi 5","Male",2003,NA,91.249995,NA
"4316","Warthog","Kazuma","Female",2007,3,91.249995,273.749985
"4317","Warthog","Matetsi 5","Female",2013,0,91.249995,0
"4318","Warthog","Matetsi 3","Male",2001,NA,91.249995,NA
"4319","Warthog","Hwange 1","Male",2001,NA,91.249995,NA
"4320","Warthog","Matetsi 5","Female",2004,NA,91.249995,NA
"4321","Warthog","Fuller","Male",2008,9,91.249995,821.249955
"4322","Warthog","Matetsi 5","Female",2005,NA,91.249995,NA
"4323","Warthog","Hwange 1","Male",2016,4,91.249995,364.99998
"4324","Warthog","Fuller","Male",2010,9,91.249995,821.249955
"4325","Warthog","Hwange 1","Male",2018,3,91.249995,273.749985
"4326","Warthog","Deka Pool","Male",2005,NA,91.249995,NA
"4327","Warthog","Fuller","Male",2001,9,91.249995,821.249955
"4328","Warthog","Fuller","Male",2002,9,91.249995,821.249955
"4329","Warthog","Matetsi 4","Male",2009,18,91.249995,1642.49991
"4330","Warthog","Kazuma","Female",2008,3,91.249995,273.749985
"4331","Warthog","Matetsi 6","Male",2012,12,91.249995,1094.99994
"4332","Warthog","Matetsi 5","Female",2017,0,91.249995,0
"4333","Warthog","Matetsi 5","Female",2018,0,91.249995,0
"4334","Warthog","Hwange 1","Male",2002,NA,91.249995,NA
"4335","Warthog","Matetsi 4","Male",2011,18,91.249995,1642.49991
"4336","Warthog","Matetsi 6","Male",2013,12,91.249995,1094.99994
"4337","Warthog","Deka Pool","Male",2015,9,91.249995,821.249955
"4338","Warthog","Deka Pool","Male",2016,9,91.249995,821.249955
"4339","Warthog","Matetsi 6","Male",2016,15,91.249995,1368.749925
"4340","Warthog","Matetsi 1","Female",2000,5,91.249995,456.249975
"4341","Warthog","Matetsi 2","Male",2005,NA,91.249995,NA
"4342","Warthog","Matetsi 2","Male",2006,10,91.249995,912.49995
"4343","Warthog","Matetsi 5","Female",2014,0,91.249995,0
"4344","Warthog","Matetsi 3","Male",2000,NA,91.249995,NA
"4345","Warthog","Kazuma","Female",2012,3,91.249995,273.749985
"4346","Warthog","Matetsi 2","Female",2003,NA,91.249995,NA
"4347","Warthog","Fuller","Male",2005,9,91.249995,821.249955
"4348","Warthog","Matetsi 2","Female",2004,NA,91.249995,NA
"4349","Warthog","Hwange 1","Male",2003,NA,91.249995,NA
"4350","Warthog","Ngamo & Sikumi","Female",2001,3,91.249995,273.749985
"4351","Warthog","Ngamo & Sikumi","Female",2002,3,91.249995,273.749985
"4352","Warthog","Matetsi 5","Female",2008,3,91.249995,273.749985
"4353","Warthog","Matetsi 5","Female",2009,3,91.249995,273.749985
"4354","Warthog","Matetsi 5","Female",2010,NA,91.249995,NA
"4355","Warthog","Matetsi 5","Female",2011,3,91.249995,273.749985
"4356","Warthog","Fuller","Male",2013,9,91.249995,821.249955
"4357","Warthog","Fuller","Male",2014,9,91.249995,821.249955
"4358","Warthog","Ngamo & Sikumi","Female",2011,3,91.249995,273.749985
"4359","Warthog","Fuller","Male",2004,9,91.249995,821.249955
"4360","Warthog","Matetsi 1","Female",2007,10,91.249995,912.49995
"4361","Warthog","Hwange 1","Male",2012,4,91.249995,364.99998
"4362","Warthog","Fuller","Male",2006,9,91.249995,821.249955
"4363","Warthog","Fuller","Male",2007,9,91.249995,821.249955
"4364","Warthog","Hwange 1","Male",2017,4,91.249995,364.99998
"4365","Warthog","Deka Pool","Male",2004,NA,91.249995,NA
"4366","Warthog","Ngamo & Sikumi","Female",2015,0,91.249995,0
"4367","Warthog","Ngamo & Sikumi","Female",2016,0,91.249995,0
"4368","Warthog","Deka Pool","Male",2006,5,91.249995,456.249975
"4369","Warthog","Matetsi 5","Female",2012,0,91.249995,0
"4370","Warthog","Ngamo & Sikumi","Female",2010,3,91.249995,273.749985
"4371","Warthog","Kazuma","Female",2009,3,91.249995,273.749985
"4372","Warthog","Matetsi 1","Female",2006,30,91.249995,2737.49985
"4373","Warthog","Matetsi 5","Female",2001,NA,91.249995,NA
"4374","Warthog","Matetsi 5","Male",2008,12,91.249995,1094.99994
"4375","Warthog","Kazuma","Female",2013,3,91.249995,273.749985
"4376","Warthog","Deka Pool","Male",2014,9,91.249995,821.249955
"4377","Warthog","Matetsi 2","Male",2011,10,91.249995,912.49995
"4378","Warthog","Matetsi 1","Female",2008,10,91.249995,912.49995
"4379","Warthog","Deka Pool","Male",2017,9,91.249995,821.249955
"4380","Warthog","Kazuma","Female",2018,3,91.249995,273.749985
"4381","Warthog","Matetsi 6","Male",2018,8,91.249995,729.99996
"4382","Warthog","Deka Pool","Male",2007,5,91.249995,456.249975
"4383","Warthog","Matetsi 2","Male",2007,10,91.249995,912.49995
"4384","Warthog","Matetsi 1","Male",2010,10,91.249995,912.49995
"4385","Warthog","Matetsi 3","Female",2017,0,91.249995,0
"4386","Warthog","Hwange 1","Male",2011,4,91.249995,364.99998
"4387","Warthog","Matetsi 6","Female",2002,NA,91.249995,NA
"4388","Warthog","Matetsi 5","Female",2000,NA,91.249995,NA
"4389","Warthog","Ngamo & Sikumi","Female",2000,3,91.249995,273.749985
"4390","Warthog","Matetsi 6","Female",2005,NA,91.249995,NA
"4391","Warthog","Matetsi 6","Female",2006,0,91.249995,0
"4392","Warthog","Hwange 1","Male",2006,4,91.249995,364.99998
"4393","Warthog","Ngamo & Sikumi","Female",2006,3,91.249995,273.749985
"4394","Warthog","Ngamo & Sikumi","Female",2007,3,91.249995,273.749985
"4395","Warthog","Ngamo & Sikumi","Female",2008,3,91.249995,273.749985
"4396","Warthog","Ngamo & Sikumi","Female",2009,3,91.249995,273.749985
"4397","Warthog","Matetsi 2","Male",2008,10,91.249995,912.49995
"4398","Warthog","Fuller","Male",2015,9,91.249995,821.249955
"4399","Warthog","Matetsi 5","Male",2007,12,91.249995,1094.99994
"4400","Warthog","Hwange 1","Male",2010,4,91.249995,364.99998
"4401","Warthog","Matetsi 2","Female",2014,0,91.249995,0
"4402","Warthog","Hwange 1","Male",2013,4,91.249995,364.99998
"4403","Warthog","Hwange 1","Male",2014,4,91.249995,364.99998
"4404","Warthog","Deka Pool","Male",2003,NA,91.249995,NA
"4405","Warthog","Ngamo & Sikumi","Female",2014,0,91.249995,0
"4406","Warthog","Kazuma","Female",2000,3,91.249995,273.749985
"4407","Warthog","Kazuma","Female",2001,3,91.249995,273.749985
"4408","Warthog","Kazuma","Female",2002,3,91.249995,273.749985
"4409","Warthog","Kazuma","Female",2003,3,91.249995,273.749985
"4410","Warthog","Matetsi 1","Male",2009,10,91.249995,912.49995
"4411","Warthog","Kazuma","Male",2005,10,91.249995,912.49995
"4412","Warthog","Matetsi 5","Female",2002,NA,91.249995,NA
"4413","Warthog","Matetsi 2","Male",2010,10,91.249995,912.49995
"4414","Warthog","Matetsi 6","Male",2010,12,91.249995,1094.99994
"4415","Warthog","Deka Pool","Male",2013,9,91.249995,821.249955
"4416","Warthog","Fuller","Male",2016,9,91.249995,821.249955
"4417","Warthog","Matetsi 4","Female",2001,NA,91.249995,NA
"4418","Warthog","Matetsi 4","Female",2002,NA,91.249995,NA
"4419","Warthog","Matetsi 2","Male",2012,10,91.249995,912.49995
"4420","Warthog","Matetsi 6","Male",2017,10,91.249995,912.49995
"4421","Warthog","Matetsi 1","Female",2011,5,91.249995,456.249975
"4422","Warthog","Matetsi 1","Female",2013,0,91.249995,0
"4423","Warthog","Fuller","Male",2012,9,91.249995,821.249955
"4424","Warthog","Deka Pool","Male",2009,5,91.249995,456.249975
"4425","Warthog","Matetsi 3","Female",2018,0,91.249995,0
"4426","Warthog","Matetsi 2","Female",2002,NA,91.249995,NA
"4427","Warthog","Matetsi 6","Female",2001,NA,91.249995,NA
"4428","Warthog","Matetsi 6","Female",2003,NA,91.249995,NA
"4429","Warthog","Matetsi 6","Female",2004,NA,91.249995,NA
"4430","Warthog","Matetsi 1","Male",2000,14,91.249995,1277.49993
"4431","Warthog","Matetsi 1","Male",2001,14,91.249995,1277.49993
"4432","Warthog","Ngamo & Sikumi","Female",2003,3,91.249995,273.749985
"4433","Warthog","Ngamo & Sikumi","Female",2004,3,91.249995,273.749985
"4434","Warthog","Matetsi 4","Male",2000,NA,91.249995,NA
"4435","Warthog","Matetsi 1","Male",2007,14,91.249995,1277.49993
"4436","Warthog","Matetsi 1","Male",2008,14,91.249995,1277.49993
"4437","Warthog","Matetsi 2","Female",2011,0,91.249995,0
"4438","Warthog","Matetsi 2","Male",2009,10,91.249995,912.49995
"4439","Warthog","Matetsi 2","Female",2013,0,91.249995,0
"4440","Warthog","Matetsi 3","Female",2016,0,91.249995,0
"4441","Warthog","Matetsi 6","Female",2012,0,91.249995,0
"4442","Warthog","Matetsi 1","Male",2011,10,91.249995,912.49995
"4443","Warthog","Matetsi 1","Male",2012,10,91.249995,912.49995
"4444","Warthog","Hwange 1","Male",2015,4,91.249995,364.99998
"4445","Warthog","Ngamo & Sikumi","Female",2013,3,91.249995,273.749985
"4446","Warthog","Deka Pool","Male",2002,NA,91.249995,NA
"4447","Warthog","Matetsi 1","Male",2015,10,91.249995,912.49995
"4448","Warthog","Matetsi 1","Male",2016,10,91.249995,912.49995
"4449","Warthog","Ngamo & Sikumi","Female",2017,0,91.249995,0
"4450","Warthog","Kazuma","Male",2015,10,91.249995,912.49995
"4451","Warthog","Matetsi 2","Female",2012,0,91.249995,0
"4452","Warthog","Deka Pool","Male",2010,9,91.249995,821.249955
"4453","Warthog","Deka Pool","Male",2011,9,91.249995,821.249955
"4454","Warthog","Hwange 2","Male",2000,NA,91.249995,NA
"4455","Warthog","Fuller","Female",2001,3,91.249995,273.749985
"4456","Warthog","Matetsi 3","Male",2015,13,91.249995,1186.249935
"4457","Warthog","Matetsi 3","Male",2016,13,91.249995,1186.249935
"4458","Warthog","Matetsi 3","Male",2017,13,91.249995,1186.249935
"4459","Warthog","Matetsi 4","Female",2003,NA,91.249995,NA
"4460","Warthog","Matetsi 1","Female",2010,5,91.249995,456.249975
"4461","Warthog","Deka Pool","Male",2018,9,91.249995,821.249955
"4462","Warthog","Matetsi 1","Female",2012,0,91.249995,0
"4463","Warthog","Matetsi 1","Female",2015,0,91.249995,0
"4464","Warthog","Matetsi 6","Male",2006,12,91.249995,1094.99994
"4465","Warthog","Matetsi 1","Female",2017,0,91.249995,0
"4466","Warthog","Matetsi 2","Female",2001,NA,91.249995,NA
"4467","Warthog","Matetsi 4","Female",2011,0,91.249995,0
"4468","Warthog","Deka Tail","Male",2005,NA,91.249995,NA
"4469","Warthog","Hwange 1","Male",2000,NA,91.249995,NA
"4470","Warthog","Deka Tail","Male",2007,7,91.249995,638.749965
"4471","Warthog","Deka Tail","Male",2008,7,91.249995,638.749965
"4472","Warthog","Matetsi 1","Male",2002,14,91.249995,1277.49993
"4473","Warthog","Matetsi 1","Male",2003,14,91.249995,1277.49993
"4474","Warthog","Matetsi 1","Male",2004,14,91.249995,1277.49993
"4475","Warthog","Ngamo & Sikumi","Female",2005,3,91.249995,273.749985
"4476","Warthog","Matetsi 1","Male",2006,14,91.249995,1277.49993
"4477","Warthog","Matetsi 3","Female",2013,0,91.249995,0
"4478","Warthog","Matetsi 3","Female",2014,0,91.249995,0
"4479","Warthog","Matetsi 3","Female",2015,0,91.249995,0
"4480","Warthog","Kazuma","Male",2004,10,91.249995,912.49995
"4481","Warthog","Matetsi 2","Female",2010,5,91.249995,456.249975
"4482","Warthog","Matetsi 2","Female",2015,0,91.249995,0
"4483","Warthog","Matetsi 3","Male",2002,NA,91.249995,NA
"4484","Warthog","Ngamo & Sikumi","Female",2012,3,91.249995,273.749985
"4485","Warthog","Matetsi 2","Female",2018,0,91.249995,0
"4486","Warthog","Matetsi 2","Male",2000,NA,91.249995,NA
"4487","Warthog","Matetsi 2","Male",2001,NA,91.249995,NA
"4488","Warthog","Matetsi 2","Male",2002,NA,91.249995,NA
"4489","Warthog","Matetsi 2","Male",2003,NA,91.249995,NA
"4490","Warthog","Matetsi 1","Male",2018,10,91.249995,912.49995
"4491","Warthog","Matetsi 6","Male",2004,NA,91.249995,NA
"4492","Warthog","Matetsi 6","Male",2007,12,91.249995,1094.99994
"4493","Warthog","Matetsi 6","Male",2008,12,91.249995,1094.99994
"4494","Warthog","Matetsi 6","Male",2009,12,91.249995,1094.99994
"4495","Warthog","Matetsi 3","Male",2010,13,91.249995,1186.249935
"4496","Warthog","Matetsi 3","Male",2014,13,91.249995,1186.249935
"4497","Warthog","Fuller","Female",2002,3,91.249995,273.749985
"4498","Warthog","Fuller","Male",2017,0,91.249995,0
"4499","Warthog","Fuller","Male",2018,0,91.249995,0
"4500","Warthog","Matetsi 4","Female",2004,NA,91.249995,NA
"4501","Warthog","Matetsi 2","Male",2013,10,91.249995,912.49995
"4502","Warthog","Fuller","Female",2010,3,91.249995,273.749985
"4503","Warthog","Matetsi 2","Male",2016,10,91.249995,912.49995
"4504","Warthog","Matetsi 1","Female",2016,0,91.249995,0
"4505","Warthog","Matetsi 2","Male",2018,10,91.249995,912.49995
"4506","Warthog","Matetsi 4","Female",2010,5,91.249995,456.249975
"4507","Warthog","Matetsi 2","Female",2000,NA,91.249995,NA
"4508","Warthog","Deka Tail","Male",2004,NA,91.249995,NA
"4509","Warthog","Deka Tail","Male",2006,NA,91.249995,NA
"4510","Warthog","Matetsi 1","Female",2018,0,91.249995,0
"4511","Warthog","Matetsi 4","Female",2015,0,91.249995,0
"4512","Warthog","Matetsi 2","Female",2005,NA,91.249995,NA
"4513","Warthog","Matetsi 2","Female",2006,5,91.249995,456.249975
"4514","Warthog","Matetsi 4","Female",2018,0,91.249995,0
"4515","Warthog","Matetsi 3","Female",2011,3,91.249995,273.749985
"4516","Warthog","Matetsi 1","Male",2005,14,91.249995,1277.49993
"4517","Warthog","Kazuma","Male",2001,10,91.249995,912.49995
"4518","Warthog","Kazuma","Male",2002,10,91.249995,912.49995
"4519","Warthog","Kazuma","Male",2003,10,91.249995,912.49995
"4520","Warthog","Matetsi 6","Female",2011,0,91.249995,0
"4521","Warthog","Deka Tail","Male",2013,7,91.249995,638.749965
"4522","Warthog","Deka Tail","Male",2018,4,91.249995,364.99998
"4523","Warthog","Matetsi 2","Female",2016,0,91.249995,0
"4524","Warthog","Matetsi 2","Female",2017,0,91.249995,0
"4525","Warthog","Matetsi 3","Male",2003,NA,91.249995,NA
"4526","Warthog","Matetsi 1","Male",2013,10,91.249995,912.49995
