"country","date","land use (tenure)","area_km2","npp"
"BW",2007-09-15,"Forest (State)",2525.80424739454,-8585.02368628979
"BW",2007-09-15,"Mixed (Private)",2796.3728082893,-6680.91338162124
"BW",2007-09-15,"Wildlife (State)",405.799737951947,-1168.65353995562
"BW",2007-10-15,"Commercial Agriculture (Private)",285.644852714432,-407.822836980224
"BW",2007-10-15,"Forest (State)",2525.80424739454,-7027.23824770749
"BW",2007-10-15,"Mixed (Private)",2796.3728082893,-5773.02953691781
"BW",2007-10-15,"Wildlife (State)",405.799737951947,-1033.65357393026
"BW",2007-11-15,"Commercial Agriculture (Private)",285.644852714432,-256.671261325479
"BW",2007-11-15,"Forest (State)",2525.80424739454,-5922.40553822368
"BW",2007-11-15,"Mixed (Private)",2796.3728082893,-3748.26574990526
"BW",2007-11-15,"Wildlife (State)",405.799737951947,-817.954708345234
"BW",2007-12-15,"Commercial Agriculture (Private)",285.644852714432,1367.69884949923
"BW",2007-12-15,"Forest (State)",2525.80424739454,20990.0746613145
"BW",2007-12-15,"Mixed (Private)",2796.3728082893,20309.3426662683
"BW",2007-12-15,"Wildlife (State)",405.799737951947,3423.73822075129
"BW",2008-01-15,"Commercial Agriculture (Private)",285.644852714432,2845.90749084949
"BW",2008-01-15,"Forest (State)",2525.80424739454,41684.9371693134
"BW",2008-01-15,"Mixed (Private)",2796.3728082893,37574.6084945202
"BW",2008-01-15,"Wildlife (State)",405.799737951947,6042.27171325684
"BW",2008-02-15,"Commercial Agriculture (Private)",285.644852714432,4589.15560460091
"BW",2008-02-15,"Forest (State)",2525.80424739454,69970.5672805309
"BW",2008-02-15,"Mixed (Private)",2796.3728082893,67220.838593483
"BW",2008-02-15,"Wildlife (State)",405.799737951947,10065.9036617279
"BW",2008-03-15,"Commercial Agriculture (Private)",285.644852714432,4366.22243738174
"BW",2008-03-15,"Forest (State)",2525.80424739454,59052.250515461
"BW",2008-03-15,"Mixed (Private)",2796.3728082893,58203.5651025772
"BW",2008-03-15,"Wildlife (State)",405.799737951947,9070.08658051491
"BW",2008-04-15,"Commercial Agriculture (Private)",285.644852714432,3053.81101477146
"BW",2008-04-15,"Forest (State)",2525.80424739454,34916.4823098183
"BW",2008-04-15,"Mixed (Private)",2796.3728082893,36873.6243212223
"BW",2008-04-15,"Wildlife (State)",405.799737951947,5722.16338503361
"BW",2008-05-15,"Commercial Agriculture (Private)",285.644852714432,1801.72439932823
"BW",2008-05-15,"Forest (State)",2525.80424739454,21054.8287076354
"BW",2008-05-15,"Mixed (Private)",2796.3728082893,20141.0352776647
"BW",2008-05-15,"Wildlife (State)",405.799737951947,3099.82084548473
"BW",2008-06-15,"Commercial Agriculture (Private)",285.644852714432,1832.49210309982
"BW",2008-06-15,"Forest (State)",2525.80424739454,24514.5728479028
"BW",2008-06-15,"Mixed (Private)",2796.3728082893,22055.2186517715
"BW",2008-06-15,"Wildlife (State)",405.799737951947,3474.23030918837
"BW",2008-07-15,"Commercial Agriculture (Private)",285.644852714432,1287.0885950923
"BW",2008-07-15,"Forest (State)",2525.80424739454,20828.1751834154
"BW",2008-07-15,"Mixed (Private)",2796.3728082893,18058.5748752356
"BW",2008-07-15,"Wildlife (State)",405.799737951947,2925.22442573309
"BW",2008-08-15,"Commercial Agriculture (Private)",285.644852714432,577.600394546986
"BW",2008-08-15,"Forest (State)",2525.80424739454,9259.24803951383
"BW",2008-08-15,"Mixed (Private)",2796.3728082893,7984.77559539676
"BW",2008-08-15,"Wildlife (State)",405.799737951947,1197.59643906355
"BW",2008-09-15,"Commercial Agriculture (Private)",285.644852714432,-442.665352419019
"BW",2008-09-15,"Forest (State)",2525.80424739454,-8694.95472733676
"BW",2008-09-15,"Mixed (Private)",2796.3728082893,-5772.58658725023
"BW",2008-09-15,"Wildlife (State)",405.799737951947,-1065.98621244729
"BW",2008-10-15,"Commercial Agriculture (Private)",285.644852714432,-610.322842299938
"BW",2008-10-15,"Forest (State)",2525.80424739454,-10946.4015341103
"BW",2008-10-15,"Mixed (Private)",2796.3728082893,-7814.97834822536
"BW",2008-10-15,"Wildlife (State)",405.799737951947,-1492.71849475801
"BW",2008-11-15,"Commercial Agriculture (Private)",285.644852714432,-317.58661955595
"BW",2008-11-15,"Forest (State)",2525.80424739454,-6869.14761851728
"BW",2008-11-15,"Mixed (Private)",2796.3728082893,-4825.60829564184
"BW",2008-11-15,"Wildlife (State)",405.799737951947,-968.279520198703
"BW",2008-12-15,"Commercial Agriculture (Private)",285.644852714432,1164.7854359746
"BW",2008-12-15,"Forest (State)",2525.80424739454,19301.954826653
"BW",2008-12-15,"Mixed (Private)",2796.3728082893,16683.5354805589
"BW",2008-12-15,"Wildlife (State)",405.799737951947,2581.13977873325
"BW",2009-01-15,"Commercial Agriculture (Private)",285.644852714432,2891.52755618095
"BW",2009-01-15,"Forest (State)",2525.80424739454,39869.6711382866
"BW",2009-01-15,"Mixed (Private)",2796.3728082893,40509.0865621567
"BW",2009-01-15,"Wildlife (State)",405.799737951947,5831.26764249802
"BW",2009-02-15,"Commercial Agriculture (Private)",285.644852714432,3664.35245597363
"BW",2009-02-15,"Forest (State)",2525.80424739454,53181.0491907597
"BW",2009-02-15,"Mixed (Private)",2796.3728082893,52132.4914464951
"BW",2009-02-15,"Wildlife (State)",405.799737951947,7521.18887102604
"BW",2009-03-15,"Commercial Agriculture (Private)",285.644852714432,3491.17326998711
"BW",2009-03-15,"Forest (State)",2525.80424739454,47069.7013591528
"BW",2009-03-15,"Mixed (Private)",2796.3728082893,46103.8797749281
"BW",2009-03-15,"Wildlife (State)",405.799737951947,6763.65950989723
"BW",2009-04-15,"Commercial Agriculture (Private)",285.644852714432,2682.02954876423
"BW",2009-04-15,"Forest (State)",2525.80424739454,33789.8584673405
"BW",2009-04-15,"Mixed (Private)",2796.3728082893,32579.3425744772
"BW",2009-04-15,"Wildlife (State)",405.799737951947,4942.81295979023
"BW",2009-05-15,"Commercial Agriculture (Private)",285.644852714432,1683.23029237986
"BW",2009-05-15,"Forest (State)",2525.80424739454,21928.5492357612
"BW",2009-05-15,"Mixed (Private)",2796.3728082893,20056.9999029636
"BW",2009-05-15,"Wildlife (State)",405.799737951947,3208.03936964273
"BW",2009-06-15,"Commercial Agriculture (Private)",285.644852714432,1727.90548467636
"BW",2009-06-15,"Forest (State)",2525.80424739454,22377.5157755613
"BW",2009-06-15,"Mixed (Private)",2796.3728082893,19916.5963602662
"BW",2009-06-15,"Wildlife (State)",405.799737951947,3260.15549480915
"BW",2009-07-15,"Commercial Agriculture (Private)",285.644852714432,1829.332685709
"BW",2009-07-15,"Forest (State)",2525.80424739454,24950.4291086793
"BW",2009-07-15,"Mixed (Private)",2796.3728082893,21470.9569507837
"BW",2009-07-15,"Wildlife (State)",405.799737951947,3555.72639888525
"BW",2009-08-15,"Commercial Agriculture (Private)",285.644852714432,834.431101918221
"BW",2009-08-15,"Forest (State)",2525.80424739454,11899.6911008358
"BW",2009-08-15,"Mixed (Private)",2796.3728082893,9864.85436177254
"BW",2009-08-15,"Wildlife (State)",405.799737951947,1530.63784381747
"BW",2009-09-15,"Commercial Agriculture (Private)",285.644852714432,-450.726383954287
"BW",2009-09-15,"Forest (State)",2525.80424739454,-9126.64760749042
"BW",2009-09-15,"Mixed (Private)",2796.3728082893,-5933.98422383517
"BW",2009-09-15,"Wildlife (State)",405.799737951947,-1046.37991353869
"BW",2009-10-15,"Commercial Agriculture (Private)",285.644852714432,-857.616142898798
"BW",2009-10-15,"Forest (State)",2525.80424739454,-18862.267842114
"BW",2009-10-15,"Mixed (Private)",2796.3728082893,-12751.1299058497
"BW",2009-10-15,"Wildlife (State)",405.799737951947,-2367.35430777073
"BW",2009-11-15,"Commercial Agriculture (Private)",285.644852714432,-303.295275434852
"BW",2009-11-15,"Forest (State)",2525.80424739454,-9179.20666388422
"BW",2009-11-15,"Mixed (Private)",2796.3728082893,-5202.29133994505
"BW",2009-11-15,"Wildlife (State)",405.799737951947,-1021.28147738427
"BW",2009-12-15,"Commercial Agriculture (Private)",285.644852714432,-34.8011828195304
"BW",2009-12-15,"Forest (State)",2525.80424739454,-2642.4252180215
"BW",2009-12-15,"Mixed (Private)",2796.3728082893,-129.131902787834
"BW",2009-12-15,"Wildlife (State)",405.799737951947,-292.098423743621
"BW",2010-01-15,"Commercial Agriculture (Private)",285.644852714432,1133.57479602098
"BW",2010-01-15,"Forest (State)",2525.80424739454,16070.5473659039
"BW",2010-01-15,"Mixed (Private)",2796.3728082893,16015.7992547154
"BW",2010-01-15,"Wildlife (State)",405.799737951947,2592.62599372864
"BW",2010-02-15,"Commercial Agriculture (Private)",285.644852714432,2352.88585865498
"BW",2010-02-15,"Forest (State)",2525.80424739454,27639.208557725
"BW",2010-02-15,"Mixed (Private)",2796.3728082893,26401.0256947279
"BW",2010-02-15,"Wildlife (State)",405.799737951947,3732.15356445312
"BW",2010-03-15,"Commercial Agriculture (Private)",285.644852714432,4951.69489502907
"BW",2010-03-15,"Forest (State)",2525.80424739454,62399.0509872437
"BW",2010-03-15,"Mixed (Private)",2796.3728082893,60876.3406770229
"BW",2010-03-15,"Wildlife (State)",405.799737951947,9009.87992405891
"BW",2010-04-15,"Commercial Agriculture (Private)",285.644852714432,3610.75977611542
"BW",2010-04-15,"Forest (State)",2525.80424739454,44371.3838888407
"BW",2010-04-15,"Mixed (Private)",2796.3728082893,45253.1910595894
"BW",2010-04-15,"Wildlife (State)",405.799737951947,6757.57686650753
"BW",2010-05-15,"Commercial Agriculture (Private)",285.644852714432,2212.03936469555
"BW",2010-05-15,"Forest (State)",2525.80424739454,27827.2402222157
"BW",2010-05-15,"Mixed (Private)",2796.3728082893,27741.9605973959
"BW",2010-05-15,"Wildlife (State)",405.799737951947,4131.18890762329
"BW",2010-06-15,"Commercial Agriculture (Private)",285.644852714432,1992.32482993603
"BW",2010-06-15,"Forest (State)",2525.80424739454,27151.8564335108
"BW",2010-06-15,"Mixed (Private)",2796.3728082893,25431.9904047847
"BW",2010-06-15,"Wildlife (State)",405.799737951947,3922.63580101728
"BW",2010-07-15,"Commercial Agriculture (Private)",285.644852714432,1584.43107289076
"BW",2010-07-15,"Forest (State)",2525.80424739454,23326.177254498
"BW",2010-07-15,"Mixed (Private)",2796.3728082893,20829.4703886509
"BW",2010-07-15,"Wildlife (State)",405.799737951947,3307.66531652212
"BW",2010-08-15,"Commercial Agriculture (Private)",285.644852714432,730.198809951544
"BW",2010-08-15,"Forest (State)",2525.80424739454,11649.5630920529
"BW",2010-08-15,"Mixed (Private)",2796.3728082893,10106.4783360958
"BW",2010-08-15,"Wildlife (State)",405.799737951947,1547.8228072226
"BW",2010-09-15,"Commercial Agriculture (Private)",285.644852714432,-299.751965098083
"BW",2010-09-15,"Forest (State)",2525.80424739454,-6181.92324979603
"BW",2010-09-15,"Mixed (Private)",2796.3728082893,-4561.74997150153
"BW",2010-09-15,"Wildlife (State)",405.799737951947,-864.2539242208
"BW",2010-10-15,"Commercial Agriculture (Private)",285.644852714432,-613.984252244234
"BW",2010-10-15,"Forest (State)",2525.80424739454,-13133.8324873447
"BW",2010-10-15,"Mixed (Private)",2796.3728082893,-9525.480343014
"BW",2010-10-15,"Wildlife (State)",405.799737951947,-1789.29326215386
"BW",2010-11-15,"Commercial Agriculture (Private)",285.644852714432,-283.570863835514
"BW",2010-11-15,"Forest (State)",2525.80424739454,-8844.74803718925
"BW",2010-11-15,"Mixed (Private)",2796.3728082893,-5064.39767459035
"BW",2010-11-15,"Wildlife (State)",405.799737951947,-1032.94487597048
"BW",2010-12-15,"Commercial Agriculture (Private)",285.644852714432,774.283476144075
"BW",2010-12-15,"Forest (State)",2525.80424739454,10804.9567265511
"BW",2010-12-15,"Mixed (Private)",2796.3728082893,10978.9291110933
"BW",2010-12-15,"Wildlife (State)",405.799737951947,1358.34450143576
"BW",2011-01-15,"Commercial Agriculture (Private)",285.644852714432,2388.55505549908
"BW",2011-01-15,"Forest (State)",2525.80424739454,34225.4486601353
"BW",2011-01-15,"Mixed (Private)",2796.3728082893,33400.2382881641
"BW",2011-01-15,"Wildlife (State)",405.799737951947,4604.81091618538
"BW",2011-02-15,"Commercial Agriculture (Private)",285.644852714432,2738.92910027504
"BW",2011-02-15,"Forest (State)",2525.80424739454,38668.6674767733
"BW",2011-02-15,"Mixed (Private)",2796.3728082893,37134.9431548119
"BW",2011-02-15,"Wildlife (State)",405.799737951947,5099.27956628799
"BW",2011-03-15,"Commercial Agriculture (Private)",285.644852714432,2811.92128181458
"BW",2011-03-15,"Forest (State)",2525.80424739454,34959.9469007254
"BW",2011-03-15,"Mixed (Private)",2796.3728082893,33615.6121368408
"BW",2011-03-15,"Wildlife (State)",405.799737951947,4768.1869661808
"BW",2011-04-15,"Commercial Agriculture (Private)",285.644852714432,1953.73231077194
"BW",2011-04-15,"Forest (State)",2525.80424739454,23293.8739808798
"BW",2011-04-15,"Mixed (Private)",2796.3728082893,23260.1792857647
"BW",2011-04-15,"Wildlife (State)",405.799737951947,3344.22051894665
"BW",2011-05-15,"Commercial Agriculture (Private)",285.644852714432,1773.20078384876
"BW",2011-05-15,"Forest (State)",2525.80424739454,20020.330757916
"BW",2011-05-15,"Mixed (Private)",2796.3728082893,18735.3169865012
"BW",2011-05-15,"Wildlife (State)",405.799737951947,2790.19484007359
"BW",2011-06-15,"Commercial Agriculture (Private)",285.644852714432,1825.64170885086
"BW",2011-06-15,"Forest (State)",2525.80424739454,23061.108428061
"BW",2011-06-15,"Mixed (Private)",2796.3728082893,20731.9407476187
"BW",2011-06-15,"Wildlife (State)",405.799737951947,3132.12397968769
"BW",2011-07-15,"Commercial Agriculture (Private)",285.644852714432,1271.08463692665
"BW",2011-07-15,"Forest (State)",2525.80424739454,16558.2835524082
"BW",2011-07-15,"Mixed (Private)",2796.3728082893,16378.3089623749
"BW",2011-07-15,"Wildlife (State)",405.799737951947,2625.37202566862
"BW",2011-08-15,"Commercial Agriculture (Private)",285.644852714432,503.013776153326
"BW",2011-08-15,"Forest (State)",2525.80424739454,6667.11222530901
"BW",2011-08-15,"Mixed (Private)",2796.3728082893,6359.46061812341
"BW",2011-08-15,"Wildlife (State)",405.799737951947,969.673243075609
"BW",2011-09-15,"Commercial Agriculture (Private)",285.644852714432,-236.740156836808
"BW",2011-09-15,"Forest (State)",2525.80424739454,-4232.72051160038
"BW",2011-09-15,"Mixed (Private)",2796.3728082893,-3469.28941627592
"BW",2011-09-15,"Wildlife (State)",405.799737951947,-688.4468614012
"BW",2011-10-15,"Commercial Agriculture (Private)",285.644852714432,-585.785422801971
"BW",2011-10-15,"Forest (State)",2525.80424739454,-8589.57094535232
"BW",2011-10-15,"Mixed (Private)",2796.3728082893,-6708.10827547312
"BW",2011-10-15,"Wildlife (State)",405.799737951947,-1161.06495609879
"BW",2011-11-15,"Commercial Agriculture (Private)",285.644852714432,-471.779526457191
"BW",2011-11-15,"Forest (State)",2525.80424739454,-7365.83077611029
"BW",2011-11-15,"Mixed (Private)",2796.3728082893,-5723.7479698956
"BW",2011-11-15,"Wildlife (State)",405.799737951947,-964.411417335272
"BW",2011-12-15,"Commercial Agriculture (Private)",285.644852714432,385.64173835516
"BW",2011-12-15,"Forest (State)",2525.80424739454,5171.80712286755
"BW",2011-12-15,"Mixed (Private)",2796.3728082893,5226.01579616964
"BW",2011-12-15,"Wildlife (State)",405.799737951947,370.4409481287
"BW",2012-01-15,"Commercial Agriculture (Private)",285.644852714432,925.789382636547
"BW",2012-01-15,"Forest (State)",2525.80424739454,13282.6732662916
"BW",2012-01-15,"Mixed (Private)",2796.3728082893,13763.8504032791
"BW",2012-01-15,"Wildlife (State)",405.799737951947,1927.72438871861
"BW",2012-02-15,"Commercial Agriculture (Private)",285.644852714432,2006.49805343151
"BW",2012-02-15,"Forest (State)",2525.80424739454,27239.11057055
"BW",2012-02-15,"Mixed (Private)",2796.3728082893,26390.4550570846
"BW",2012-02-15,"Wildlife (State)",405.799737951947,3694.03347599506
"BW",2012-03-15,"Commercial Agriculture (Private)",285.644852714432,2000.91734266281
"BW",2012-03-15,"Forest (State)",2525.80424739454,23552.0338508487
"BW",2012-03-15,"Mixed (Private)",2796.3728082893,23892.9550206661
"BW",2012-03-15,"Wildlife (State)",405.799737951947,3072.83270359039
"BW",2012-04-15,"Commercial Agriculture (Private)",285.644852714432,1307.52168047428
"BW",2012-04-15,"Forest (State)",2525.80424739454,15559.2774926424
"BW",2012-04-15,"Mixed (Private)",2796.3728082893,15015.6417966187
"BW",2012-04-15,"Wildlife (State)",405.799737951947,2070.81497851014
"BW",2012-05-15,"Commercial Agriculture (Private)",285.644852714432,1113.90944045782
"BW",2012-05-15,"Forest (State)",2525.80424739454,14353.5490979552
"BW",2012-05-15,"Mixed (Private)",2796.3728082893,12870.6712388992
"BW",2012-05-15,"Wildlife (State)",405.799737951947,1883.52162376046
"BW",2012-06-15,"Commercial Agriculture (Private)",285.644852714432,1454.33266592026
"BW",2012-06-15,"Forest (State)",2525.80424739454,21064.1003903747
"BW",2012-06-15,"Mixed (Private)",2796.3728082893,18248.6437258124
"BW",2012-06-15,"Wildlife (State)",405.799737951947,2851.13979274035
"BW",2012-07-15,"Commercial Agriculture (Private)",285.644852714432,1018.50589603186
"BW",2012-07-15,"Forest (State)",2525.80424739454,16833.657394886
"BW",2012-07-15,"Mixed (Private)",2796.3728082893,14320.2971758842
"BW",2012-07-15,"Wildlife (State)",405.799737951947,2263.15749904513
"BW",2012-08-15,"Commercial Agriculture (Private)",285.644852714432,318.348429873586
"BW",2012-08-15,"Forest (State)",2525.80424739454,5209.66146163642
"BW",2012-08-15,"Mixed (Private)",2796.3728082893,4357.40359860659
"BW",2012-08-15,"Wildlife (State)",405.799737951947,649.269696041942
"BW",2012-09-15,"Commercial Agriculture (Private)",285.644852714432,-318.413384467363
"BW",2012-09-15,"Forest (State)",2525.80424739454,-6189.65943850577
"BW",2012-09-15,"Mixed (Private)",2796.3728082893,-4781.67122336477
"BW",2012-09-15,"Wildlife (State)",405.799737951947,-992.108276218176
"BW",2012-10-15,"Commercial Agriculture (Private)",285.644852714432,-611.651577830315
"BW",2012-10-15,"Forest (State)",2525.80424739454,-11247.4348870218
"BW",2012-10-15,"Mixed (Private)",2796.3728082893,-7761.56301869452
"BW",2012-10-15,"Wildlife (State)",405.799737951947,-1495.99607282877
"BW",2012-11-15,"Commercial Agriculture (Private)",285.644852714432,-385.824804320931
"BW",2012-11-15,"Forest (State)",2525.80424739454,-7238.507895872
"BW",2012-11-15,"Mixed (Private)",2796.3728082893,-4598.21652136743
"BW",2012-11-15,"Wildlife (State)",405.799737951947,-843.259842529893
"BW",2012-12-15,"Commercial Agriculture (Private)",285.644852714432,612.324802815914
"BW",2012-12-15,"Forest (State)",2525.80424739454,7978.69685414433
"BW",2012-12-15,"Mixed (Private)",2796.3728082893,7619.81497442722
"BW",2012-12-15,"Wildlife (State)",405.799737951947,1072.60630860925
"BW",2013-01-15,"Commercial Agriculture (Private)",285.644852714432,2428.86024653912
"BW",2013-01-15,"Forest (State)",2525.80424739454,37937.6240881681
"BW",2013-01-15,"Mixed (Private)",2796.3728082893,35725.6812819242
"BW",2013-01-15,"Wildlife (State)",405.799737951947,5356.8485262394
"BW",2013-02-15,"Commercial Agriculture (Private)",285.644852714432,2480.00194466114
"BW",2013-02-15,"Forest (State)",2525.80424739454,35563.2244346142
"BW",2013-02-15,"Mixed (Private)",2796.3728082893,34842.86630404
"BW",2013-02-15,"Wildlife (State)",405.799737951947,5008.06897985935
"BW",2013-03-15,"Commercial Agriculture (Private)",285.644852714432,706.96062669158
"BW",2013-03-15,"Forest (State)",2525.80424739454,7438.60830859467
"BW",2013-03-15,"Mixed (Private)",2796.3728082893,6996.04531294107
"BW",2013-03-15,"Wildlife (State)",405.799737951947,449.751976549625
"BW",2013-04-15,"Commercial Agriculture (Private)",285.644852714432,654.106306940317
"BW",2013-04-15,"Forest (State)",2525.80424739454,7915.83271327615
"BW",2013-04-15,"Mixed (Private)",2796.3728082893,7492.13783589005
"BW",2013-04-15,"Wildlife (State)",405.799737951947,1018.86614963412
"BW",2013-05-15,"Commercial Agriculture (Private)",285.644852714432,1330.28741729259
"BW",2013-05-15,"Forest (State)",2525.80424739454,18458.7952646613
"BW",2013-05-15,"Mixed (Private)",2796.3728082893,16745.6318392754
"BW",2013-05-15,"Wildlife (State)",405.799737951947,2541.95665758848
"BW",2013-06-15,"Commercial Agriculture (Private)",285.644852714432,2280.74998021126
"BW",2013-06-15,"Forest (State)",2525.80424739454,34866.7874794006
"BW",2013-06-15,"Mixed (Private)",2796.3728082893,30942.0690828562
"BW",2013-06-15,"Wildlife (State)",405.799737951947,4743.32481479645
"BW",2013-07-15,"Commercial Agriculture (Private)",285.644852714432,2286.15355634689
"BW",2013-07-15,"Forest (State)",2525.80424739454,37833.4803620577
"BW",2013-07-15,"Mixed (Private)",2796.3728082893,32444.8743240237
"BW",2013-07-15,"Wildlife (State)",405.799737951947,5177.70465052128
"BW",2013-08-15,"Commercial Agriculture (Private)",285.644852714432,1228.889757514
"BW",2013-08-15,"Forest (State)",2525.80424739454,18806.2165878415
"BW",2013-08-15,"Mixed (Private)",2796.3728082893,16124.1358299851
"BW",2013-08-15,"Wildlife (State)",405.799737951947,2301.12996071577
"BW",2013-09-15,"Commercial Agriculture (Private)",285.644852714432,177.856299981475
"BW",2013-09-15,"Forest (State)",2525.80424739454,-737.838608140126
"BW",2013-09-15,"Mixed (Private)",2796.3728082893,337.9055089131
"BW",2013-09-15,"Wildlife (State)",405.799737951947,-330.307088019326
"BW",2013-10-15,"Commercial Agriculture (Private)",285.644852714432,-345.253931730986
"BW",2013-10-15,"Forest (State)",2525.80424739454,-10103.6554324478
"BW",2013-10-15,"Mixed (Private)",2796.3728082893,-7148.27556342632
"BW",2013-10-15,"Wildlife (State)",405.799737951947,-1357.48224712908
"BW",2013-11-15,"Commercial Agriculture (Private)",285.644852714432,320.415359064937
"BW",2013-11-15,"Forest (State)",2525.80424739454,1398.53938984498
"BW",2013-11-15,"Mixed (Private)",2796.3728082893,2612.76774633303
"BW",2013-11-15,"Wildlife (State)",405.799737951947,0.312991304323077
"BW",2013-12-15,"Commercial Agriculture (Private)",285.644852714432,2220.92714142799
"BW",2013-12-15,"Forest (State)",2525.80424739454,32191.3246330023
"BW",2013-12-15,"Mixed (Private)",2796.3728082893,31725.6711238623
"BW",2013-12-15,"Wildlife (State)",405.799737951947,4313.22646057606
"BW",2014-01-15,"Commercial Agriculture (Private)",285.644852714432,4372.77760124207
"BW",2014-01-15,"Forest (State)",2525.80424739454,64781.7482368946
"BW",2014-01-15,"Mixed (Private)",2796.3728082893,63208.2796413898
"BW",2014-01-15,"Wildlife (State)",405.799737951947,9362.23243355751
"BW",2014-02-15,"Commercial Agriculture (Private)",285.644852714432,5758.15149974823
"BW",2014-02-15,"Forest (State)",2525.80424739454,80623.5197322369
"BW",2014-02-15,"Mixed (Private)",2796.3728082893,78900.4053492546
"BW",2014-02-15,"Wildlife (State)",405.799737951947,12064.0334134102
"BW",2014-03-15,"Commercial Agriculture (Private)",285.644852714432,8272.03943347931
"BW",2014-03-15,"Forest (State)",2525.80424739454,95062.1426131725
"BW",2014-03-15,"Mixed (Private)",2796.3728082893,93000.7297165394
"BW",2014-03-15,"Wildlife (State)",405.799737951947,12584.9289906025
"BW",2014-04-15,"Commercial Agriculture (Private)",285.644852714432,6882.91535806656
"BW",2014-04-15,"Forest (State)",2525.80424739454,79454.9662640095
"BW",2014-04-15,"Mixed (Private)",2796.3728082893,77395.5332283974
"BW",2014-04-15,"Wildlife (State)",405.799737951947,11285.71672225
"BW",2014-05-15,"Commercial Agriculture (Private)",285.644852714432,4181.99996376038
"BW",2014-05-15,"Forest (State)",2525.80424739454,53930.547388196
"BW",2014-05-15,"Mixed (Private)",2796.3728082893,50596.0259606838
"BW",2014-05-15,"Wildlife (State)",405.799737951947,7686.92712175846
"BW",2014-06-15,"Commercial Agriculture (Private)",285.644852714432,3080.41534209251
"BW",2014-06-15,"Forest (State)",2525.80424739454,46475.6063113213
"BW",2014-06-15,"Mixed (Private)",2796.3728082893,41329.6277498007
"BW",2014-06-15,"Wildlife (State)",405.799737951947,6651.80911064148
"BW",2014-07-15,"Commercial Agriculture (Private)",285.644852714432,2417.6988607645
"BW",2014-07-15,"Forest (State)",2525.80424739454,38920.8328784704
"BW",2014-07-15,"Mixed (Private)",2796.3728082893,33613.3090522885
"BW",2014-07-15,"Wildlife (State)",405.799737951947,5513.84658420086
"BW",2014-08-15,"Commercial Agriculture (Private)",285.644852714432,1762.00981748104
"BW",2014-08-15,"Forest (State)",2525.80424739454,29459.080943048
"BW",2014-08-15,"Mixed (Private)",2796.3728082893,24588.9782707095
"BW",2014-08-15,"Wildlife (State)",405.799737951947,3808.6890001297
"BW",2014-09-15,"Commercial Agriculture (Private)",285.644852714432,929.362204492092
"BW",2014-09-15,"Forest (State)",2525.80424739454,13264.3070622981
"BW",2014-09-15,"Mixed (Private)",2796.3728082893,11709.677213937
"BW",2014-09-15,"Wildlife (State)",405.799737951947,1526.53348320723
"BW",2014-10-15,"Commercial Agriculture (Private)",285.644852714432,-359.486215561628
"BW",2014-10-15,"Forest (State)",2525.80424739454,-11959.639790535
"BW",2014-10-15,"Mixed (Private)",2796.3728082893,-6689.09248622507
"BW",2014-10-15,"Wildlife (State)",405.799737951947,-1574.65749645233
"BW",2014-11-15,"Commercial Agriculture (Private)",285.644852714432,347.698824390769
"BW",2014-11-15,"Forest (State)",2525.80424739454,2940.91146564856
"BW",2014-11-15,"Mixed (Private)",2796.3728082893,2982.0689316541
"BW",2014-11-15,"Wildlife (State)",405.799737951947,133.393699340522
"BW",2014-12-15,"Commercial Agriculture (Private)",285.644852714432,1355.88778543472
"BW",2014-12-15,"Forest (State)",2525.80424739454,20858.0865007043
"BW",2014-12-15,"Mixed (Private)",2796.3728082893,19167.4233099818
"BW",2014-12-15,"Wildlife (State)",405.799737951947,2504.39761433005
"BW",2015-01-15,"Commercial Agriculture (Private)",285.644852714432,3817.62989830971
"BW",2015-01-15,"Forest (State)",2525.80424739454,52755.5570852757
"BW",2015-01-15,"Mixed (Private)",2796.3728082893,51039.5886564255
"BW",2015-01-15,"Wildlife (State)",405.799737951947,6123.17720282078
"BW",2015-02-15,"Commercial Agriculture (Private)",285.644852714432,2037.44287395477
"BW",2015-02-15,"Forest (State)",2525.80424739454,14910.3207708299
"BW",2015-02-15,"Mixed (Private)",2796.3728082893,19904.0471622646
"BW",2015-02-15,"Wildlife (State)",405.799737951947,1496.1200991869
"BW",2015-03-15,"Commercial Agriculture (Private)",285.644852714432,1836.62598401308
"BW",2015-03-15,"Forest (State)",2525.80424739454,18782.3877383471
"BW",2015-03-15,"Mixed (Private)",2796.3728082893,18391.4684531391
"BW",2015-03-15,"Wildlife (State)",405.799737951947,2055.72635284066
"BW",2015-04-15,"Commercial Agriculture (Private)",285.644852714432,5405.85828638077
"BW",2015-04-15,"Forest (State)",2525.80424739454,67680.2030622959
"BW",2015-04-15,"Mixed (Private)",2796.3728082893,63453.8010786772
"BW",2015-04-15,"Wildlife (State)",405.799737951947,9242.32076966763
"BW",2015-05-15,"Commercial Agriculture (Private)",285.644852714432,2806.07483243942
"BW",2015-05-15,"Forest (State)",2525.80424739454,38456.1871700287
"BW",2015-05-15,"Mixed (Private)",2796.3728082893,35089.3330621719
"BW",2015-05-15,"Wildlife (State)",405.799737951947,5253.88581299782
"BW",2015-06-15,"Commercial Agriculture (Private)",285.644852714432,2398.26965475082
"BW",2015-06-15,"Forest (State)",2525.80424739454,38769.6811960936
"BW",2015-06-15,"Mixed (Private)",2796.3728082893,32783.0237466097
