"country","date","land use (tenure)","area_km2","npp"
"ZW",2004-04-15,"Forest (State)",1503.06800479149,13331.7694569826
"ZW",2004-04-15,"Mixed (Communal)",1755.59235584195,30477.5195528269
"ZW",2004-04-15,"Mixed (Private)",2885.80229813681,1931.47634983063
"ZW",2004-04-15,"Wildlife (Communal)",2720.38140421689,38502.4389029741
"ZW",2004-04-15,"Wildlife (Private)",64.2702543464646,969.356305480003
"ZW",2004-04-15,"Wildlife (State)",10407.2959183416,248027.208434343
"ZW",2004-05-15,"Forest (State)",1503.06800479149,16144.4467327595
"ZW",2004-05-15,"Mixed (Communal)",1755.59235584195,34956.6146185398
"ZW",2004-05-15,"Mixed (Private)",2885.80229813681,2310.61028242111
"ZW",2004-05-15,"Wildlife (Communal)",2720.38140421689,44975.0572679043
"ZW",2004-05-15,"Wildlife (Private)",64.2702543464646,1070.4586507082
"ZW",2004-05-15,"Wildlife (State)",10407.2959183416,282656.657320738
"ZW",2004-06-15,"Forest (State)",1503.06800479149,13726.1397253275
"ZW",2004-06-15,"Mixed (Communal)",1755.59235584195,28761.4968806505
"ZW",2004-06-15,"Mixed (Private)",2885.80229813681,1868.28740358353
"ZW",2004-06-15,"Wildlife (Communal)",2720.38140421689,36158.7188392878
"ZW",2004-06-15,"Wildlife (Private)",64.2702543464646,830.370088815689
"ZW",2004-06-15,"Wildlife (State)",10407.2959183416,222575.222335815
"ZW",2004-07-15,"Forest (State)",1503.06800479149,10940.7461596727
"ZW",2004-07-15,"Mixed (Communal)",1755.59235584195,22612.5293358564
"ZW",2004-07-15,"Mixed (Private)",2885.80229813681,1552.34254479408
"ZW",2004-07-15,"Wildlife (Communal)",2720.38140421689,28231.8385000229
"ZW",2004-07-15,"Wildlife (Private)",64.2702543464646,699.120088934898
"ZW",2004-07-15,"Wildlife (State)",10407.2959183416,179415.968634725
"ZW",2004-08-15,"Forest (State)",1503.06800479149,4043.25584945083
"ZW",2004-08-15,"Mixed (Communal)",1755.59235584195,7784.7637797296
"ZW",2004-08-15,"Mixed (Private)",2885.80229813681,794.074807167053
"ZW",2004-08-15,"Wildlife (Communal)",2720.38140421689,10686.6810947359
"ZW",2004-08-15,"Wildlife (Private)",64.2702543464646,404.612214803696
"ZW",2004-08-15,"Wildlife (State)",10407.2959183416,90096.3421489
"ZW",2004-09-15,"Forest (State)",1503.06800479149,409.771647781134
"ZW",2004-09-15,"Mixed (Communal)",1755.59235584195,859.104322772473
"ZW",2004-09-15,"Mixed (Private)",2885.80229813681,288.562982082367
"ZW",2004-09-15,"Wildlife (Communal)",2720.38140421689,1812.14368478209
"ZW",2004-09-15,"Wildlife (Private)",64.2702543464646,210.940945804119
"ZW",2004-09-15,"Wildlife (State)",10407.2959183416,33079.6891437471
"ZW",2004-10-15,"Forest (State)",1503.06800479149,5774.07274639606
"ZW",2004-10-15,"Mixed (Communal)",1755.59235584195,11205.5609537959
"ZW",2004-10-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2004-10-15,"Wildlife (Communal)",2720.38140421689,15385.4903742671
"ZW",2004-10-15,"Wildlife (Private)",64.2702543464646,575.074810028076
"ZW",2004-10-15,"Wildlife (State)",10407.2959183416,105604.334566474
"ZW",2004-11-15,"Forest (State)",1503.06800479149,12270.6379072666
"ZW",2004-11-15,"Mixed (Communal)",1755.59235584195,24844.9901431203
"ZW",2004-11-15,"Mixed (Private)",2885.80229813681,1868.28740358353
"ZW",2004-11-15,"Wildlife (Communal)",2720.38140421689,32140.9036085606
"ZW",2004-11-15,"Wildlife (Private)",64.2702543464646,825.025604248047
"ZW",2004-11-15,"Wildlife (State)",10407.2959183416,189860.162019134
"ZW",2004-12-15,"Forest (State)",1503.06800479149,16392.3899481297
"ZW",2004-12-15,"Mixed (Communal)",1755.59235584195,40709.7050360441
"ZW",2004-12-15,"Mixed (Private)",2885.80229813681,2152.63778924942
"ZW",2004-12-15,"Wildlife (Communal)",2720.38140421689,49429.6737538576
"ZW",2004-12-15,"Wildlife (Private)",64.2702543464646,940.537391424179
"ZW",2004-12-15,"Wildlife (State)",10407.2959183416,262390.475890636
"ZW",2005-01-15,"Forest (State)",1503.06800479149,22882.0450744629
"ZW",2005-01-15,"Mixed (Communal)",1755.59235584195,54128.0305287838
"ZW",2005-01-15,"Mixed (Private)",2885.80229813681,2468.5827755928
"ZW",2005-01-15,"Wildlife (Communal)",2720.38140421689,63494.1218092442
"ZW",2005-01-15,"Wildlife (Private)",64.2702543464646,902.653551220894
"ZW",2005-01-15,"Wildlife (State)",10407.2959183416,304211.658106089
"ZW",2005-02-15,"Forest (State)",1503.06800479149,18428.8170089722
"ZW",2005-02-15,"Mixed (Communal)",1755.59235584195,43172.0381265879
"ZW",2005-02-15,"Mixed (Private)",2885.80229813681,2405.39357423782
"ZW",2005-02-15,"Wildlife (Communal)",2720.38140421689,52243.9154809713
"ZW",2005-02-15,"Wildlife (Private)",64.2702543464646,1103.26375317574
"ZW",2005-02-15,"Wildlife (State)",10407.2959183416,301408.072620869
"ZW",2005-03-15,"Forest (State)",1503.06800479149,8259.61424410343
"ZW",2005-03-15,"Mixed (Communal)",1755.59235584195,17785.5708625317
"ZW",2005-03-15,"Mixed (Private)",2885.80229813681,1204.80321288109
"ZW",2005-03-15,"Wildlife (Communal)",2720.38140421689,21058.4725399017
"ZW",2005-03-15,"Wildlife (Private)",64.2702543464646,644.9665402174
"ZW",2005-03-15,"Wildlife (State)",10407.2959183416,163803.153848648
"ZW",2005-04-15,"Forest (State)",1503.06800479149,9007.96046590805
"ZW",2005-04-15,"Mixed (Communal)",1755.59235584195,19287.7555500269
"ZW",2005-04-15,"Mixed (Private)",2885.80229813681,1236.39768600464
"ZW",2005-04-15,"Wildlife (Communal)",2720.38140421689,23882.9014576077
"ZW",2005-04-15,"Wildlife (Private)",64.2702543464646,652.171261191368
"ZW",2005-04-15,"Wildlife (State)",10407.2959183416,158297.917055845
"ZW",2005-05-15,"Forest (State)",1503.06800479149,8877.83267194033
"ZW",2005-05-15,"Mixed (Communal)",1755.59235584195,18538.8780142665
"ZW",2005-05-15,"Mixed (Private)",2885.80229813681,1299.58663225174
"ZW",2005-05-15,"Wildlife (Communal)",2720.38140421689,23678.629940331
"ZW",2005-05-15,"Wildlife (Private)",64.2702543464646,676.177155256271
"ZW",2005-05-15,"Wildlife (State)",10407.2959183416,154859.786962271
"ZW",2005-06-15,"Forest (State)",1503.06800479149,8949.23054158688
"ZW",2005-06-15,"Mixed (Communal)",1755.59235584195,20126.7225215435
"ZW",2005-06-15,"Mixed (Private)",2885.80229813681,1299.58663225174
"ZW",2005-06-15,"Wildlife (Communal)",2720.38140421689,25056.7106994987
"ZW",2005-06-15,"Wildlife (Private)",64.2702543464646,645.763783931732
"ZW",2005-06-15,"Wildlife (State)",10407.2959183416,153494.31507194
"ZW",2005-07-15,"Forest (State)",1503.06800479149,9716.62218940258
"ZW",2005-07-15,"Mixed (Communal)",1755.59235584195,21998.5630377531
"ZW",2005-07-15,"Mixed (Private)",2885.80229813681,1331.18110537529
"ZW",2005-07-15,"Wildlife (Communal)",2720.38140421689,27462.4685537815
"ZW",2005-07-15,"Wildlife (Private)",64.2702543464646,638.559032797813
"ZW",2005-07-15,"Wildlife (State)",10407.2959183416,156873.095481038
"ZW",2005-08-15,"Forest (State)",1503.06800479149,799.092524752021
"ZW",2005-08-15,"Mixed (Communal)",1755.59235584195,1637.65748634003
"ZW",2005-08-15,"Mixed (Private)",2885.80229813681,225.374019891024
"ZW",2005-08-15,"Wildlife (Communal)",2720.38140421689,2388.66930903681
"ZW",2005-08-15,"Wildlife (Private)",64.2702543464646,157.053152799606
"ZW",2005-08-15,"Wildlife (State)",10407.2959183416,28435.2995270491
"ZW",2005-09-15,"Forest (State)",1503.06800479149,-596.527544561774
"ZW",2005-09-15,"Mixed (Communal)",1755.59235584195,-1511.19091964141
"ZW",2005-09-15,"Mixed (Private)",2885.80229813681,35.8070854842663
"ZW",2005-09-15,"Wildlife (Communal)",2720.38140421689,-1500.11021270417
"ZW",2005-09-15,"Wildlife (Private)",64.2702543464646,71.6889773309231
"ZW",2005-09-15,"Wildlife (State)",10407.2959183416,5178.98027889431
"ZW",2005-10-15,"Forest (State)",1503.06800479149,-3844.67711493373
"ZW",2005-10-15,"Mixed (Communal)",1755.59235584195,-7999.42925092578
"ZW",2005-10-15,"Mixed (Private)",2885.80229813681,-374.921272397041
"ZW",2005-10-15,"Wildlife (Communal)",2720.38140421689,-9886.94102430344
"ZW",2005-10-15,"Wildlife (Private)",64.2702543464646,-106.244094580412
"ZW",2005-10-15,"Wildlife (State)",10407.2959183416,-40020.0945099592
"ZW",2005-11-15,"Forest (State)",1503.06800479149,10508.1970424652
"ZW",2005-11-15,"Mixed (Communal)",1755.59235584195,24142.4412546158
"ZW",2005-11-15,"Mixed (Private)",2885.80229813681,1331.18110537529
"ZW",2005-11-15,"Wildlife (Communal)",2720.38140421689,29271.5929238796
"ZW",2005-11-15,"Wildlife (Private)",64.2702543464646,627.899587988853
"ZW",2005-11-15,"Wildlife (State)",10407.2959183416,148226.658258319
"ZW",2005-12-15,"Forest (State)",1503.06800479149,14036.6219719648
"ZW",2005-12-15,"Mixed (Communal)",1755.59235584195,34850.5804871321
"ZW",2005-12-15,"Mixed (Private)",2885.80229813681,1836.69293045998
"ZW",2005-12-15,"Wildlife (Communal)",2720.38140421689,43943.7775605917
"ZW",2005-12-15,"Wildlife (Private)",64.2702543464646,805.301202058792
"ZW",2005-12-15,"Wildlife (State)",10407.2959183416,214049.020827532
"ZW",2006-01-15,"Forest (State)",1503.06800479149,19119.2302569151
"ZW",2006-01-15,"Mixed (Communal)",1755.59235584195,50587.2934334278
"ZW",2006-01-15,"Mixed (Private)",2885.80229813681,2057.85436987877
"ZW",2006-01-15,"Wildlife (Communal)",2720.38140421689,58758.639523387
"ZW",2006-01-15,"Wildlife (Private)",64.2702543464646,1030.44882726669
"ZW",2006-01-15,"Wildlife (State)",10407.2959183416,309037.226990461
"ZW",2006-02-15,"Forest (State)",1503.06800479149,18221.887421608
"ZW",2006-02-15,"Mixed (Communal)",1755.59235584195,42710.7872908115
"ZW",2006-02-15,"Mixed (Private)",2885.80229813681,2689.7442150116
"ZW",2006-02-15,"Wildlife (Communal)",2720.38140421689,54273.7282068729
"ZW",2006-02-15,"Wildlife (Private)",64.2702543464646,1209.71061635017
"ZW",2006-02-15,"Wildlife (State)",10407.2959183416,340977.189891338
"ZW",2006-03-15,"Forest (State)",1503.06800479149,20229.8799512386
"ZW",2006-03-15,"Mixed (Communal)",1755.59235584195,47861.3382711411
"ZW",2006-03-15,"Mixed (Private)",2885.80229813681,2563.36606740952
"ZW",2006-03-15,"Wildlife (Communal)",2720.38140421689,58096.1301305294
"ZW",2006-03-15,"Wildlife (Private)",64.2702543464646,1295.07478117943
"ZW",2006-03-15,"Wildlife (State)",10407.2959183416,357464.315700531
"ZW",2006-04-15,"Forest (State)",1503.06800479149,15576.0115424395
"ZW",2006-04-15,"Mixed (Communal)",1755.59235584195,33470.7283923626
"ZW",2006-04-15,"Mixed (Private)",2885.80229813681,2152.63778924942
"ZW",2006-04-15,"Wildlife (Communal)",2720.38140421689,42489.4567991495
"ZW",2006-04-15,"Wildlife (Private)",64.2702543464646,963.214577198029
"ZW",2006-04-15,"Wildlife (State)",10407.2959183416,268544.788880587
"ZW",2006-05-15,"Forest (State)",1503.06800479149,11599.44706285
"ZW",2006-05-15,"Mixed (Communal)",1755.59235584195,24335.9941545725
"ZW",2006-05-15,"Mixed (Private)",2885.80229813681,1647.12596416473
"ZW",2006-05-15,"Wildlife (Communal)",2720.38140421689,30915.244210124
"ZW",2006-05-15,"Wildlife (Private)",64.2702543464646,746.334634423256
"ZW",2006-05-15,"Wildlife (State)",10407.2959183416,202222.760002732
"ZW",2006-06-15,"Forest (State)",1503.06800479149,12136.9665287733
"ZW",2006-06-15,"Mixed (Communal)",1755.59235584195,25568.6221067905
"ZW",2006-06-15,"Mixed (Private)",2885.80229813681,1583.93701791763
"ZW",2006-06-15,"Wildlife (Communal)",2720.38140421689,31793.039424777
"ZW",2006-06-15,"Wildlife (Private)",64.2702543464646,707.653550505638
"ZW",2006-06-15,"Wildlife (State)",10407.2959183416,193875.850614309
"ZW",2006-07-15,"Forest (State)",1503.06800479149,9925.32280451059
"ZW",2006-07-15,"Mixed (Communal)",1755.59235584195,19613.9173915386
"ZW",2006-07-15,"Mixed (Private)",2885.80229813681,1331.18110537529
"ZW",2006-07-15,"Wildlife (Communal)",2720.38140421689,24705.6279014945
"ZW",2006-07-15,"Wildlife (Private)",64.2702543464646,676.974431276321
"ZW",2006-07-15,"Wildlife (State)",10407.2959183416,167574.236469626
"ZW",2006-08-15,"Forest (State)",1503.06800479149,5905.88386541605
"ZW",2006-08-15,"Mixed (Communal)",1755.59235584195,11333.1200773716
"ZW",2006-08-15,"Mixed (Private)",2885.80229813681,857.263753414154
"ZW",2006-08-15,"Wildlife (Communal)",2720.38140421689,14112.4684991241
"ZW",2006-08-15,"Wildlife (Private)",64.2702543464646,498.244091689587
"ZW",2006-08-15,"Wildlife (State)",10407.2959183416,111957.070690393
"ZW",2006-09-15,"Forest (State)",1503.06800479149,-1131.8326953426
"ZW",2006-09-15,"Mixed (Communal)",1755.59235584195,-2760.91534276307
"ZW",2006-09-15,"Mixed (Private)",2885.80229813681,-58.9763777330518
"ZW",2006-09-15,"Wildlife (Communal)",2720.38140421689,-3560.8386173211
"ZW",2006-09-15,"Wildlife (Private)",64.2702543464646,40.7440950684249
"ZW",2006-09-15,"Wildlife (State)",10407.2959183416,-8218.79513390735
"ZW",2006-10-15,"Forest (State)",1503.06800479149,-5240.03137609363
"ZW",2006-10-15,"Mixed (Communal)",1755.59235584195,-9925.83651155233
"ZW",2006-10-15,"Mixed (Private)",2885.80229813681,-501.299196779728
"ZW",2006-10-15,"Wildlife (Communal)",2720.38140421689,-13351.232096374
"ZW",2006-10-15,"Wildlife (Private)",64.2702543464646,-354.600381314754
"ZW",2006-10-15,"Wildlife (State)",10407.2959183416,-85087.2992821336
"ZW",2006-11-15,"Forest (State)",1503.06800479149,-1762.00983088464
"ZW",2006-11-15,"Mixed (Communal)",1755.59235584195,-2898.21852817386
"ZW",2006-11-15,"Mixed (Private)",2885.80229813681,-58.9763777330518
"ZW",2006-11-15,"Wildlife (Communal)",2720.38140421689,-4162.99406818114
"ZW",2006-11-15,"Wildlife (Private)",64.2702543464646,86.8956668972969
"ZW",2006-11-15,"Wildlife (State)",10407.2959183416,-5180.94086813554
"ZW",2006-12-15,"Forest (State)",1503.06800479149,5210.95279204845
"ZW",2006-12-15,"Mixed (Communal)",1755.59235584195,10706.5748095214
"ZW",2006-12-15,"Mixed (Private)",2885.80229813681,572.91336774826
"ZW",2006-12-15,"Wildlife (Communal)",2720.38140421689,12717.8819920421
"ZW",2006-12-15,"Wildlife (Private)",64.2702543464646,404.877947092056
"ZW",2006-12-15,"Wildlife (State)",10407.2959183416,99964.1569223404
"ZW",2007-01-15,"Forest (State)",1503.06800479149,17420.3034238815
"ZW",2007-01-15,"Mixed (Communal)",1755.59235584195,42561.4365828037
"ZW",2007-01-15,"Mixed (Private)",2885.80229813681,2247.42133617401
"ZW",2007-01-15,"Wildlife (Communal)",2720.38140421689,50002.4782840014
"ZW",2007-01-15,"Wildlife (Private)",64.2702543464646,1117.40751075745
"ZW",2007-01-15,"Wildlife (State)",10407.2959183416,300161.891468763
"ZW",2007-02-15,"Forest (State)",1503.06800479149,17800.3228833675
"ZW",2007-02-15,"Mixed (Communal)",1755.59235584195,42576.8506994247
"ZW",2007-02-15,"Mixed (Private)",2885.80229813681,1868.28740358353
"ZW",2007-02-15,"Wildlife (Communal)",2720.38140421689,51258.2561969757
"ZW",2007-02-15,"Wildlife (Private)",64.2702543464646,955.744107246399
"ZW",2007-02-15,"Wildlife (State)",10407.2959183416,243399.001696825
"ZW",2007-03-15,"Forest (State)",1503.06800479149,15168.2657039165
"ZW",2007-03-15,"Mixed (Communal)",1755.59235584195,29587.7956838608
"ZW",2007-03-15,"Mixed (Private)",2885.80229813681,1267.99215912819
"ZW",2007-03-15,"Wildlife (Communal)",2720.38140421689,33551.4940760136
"ZW",2007-03-15,"Wildlife (Private)",64.2702543464646,575.872054815292
"ZW",2007-03-15,"Wildlife (State)",10407.2959183416,165558.154666662
"ZW",2007-04-15,"Forest (State)",1503.06800479149,9409.15186357498
"ZW",2007-04-15,"Mixed (Communal)",1755.59235584195,18108.0120114684
"ZW",2007-04-15,"Mixed (Private)",2885.80229813681,983.641709685326
"ZW",2007-04-15,"Wildlife (Communal)",2720.38140421689,21899.5059331059
"ZW",2007-04-15,"Wildlife (Private)",64.2702543464646,505.448812663555
"ZW",2007-04-15,"Wildlife (State)",10407.2959183416,122316.578690529
"ZW",2007-05-15,"Forest (State)",1503.06800479149,6611.00200349092
"ZW",2007-05-15,"Mixed (Communal)",1755.59235584195,12647.5986051857
"ZW",2007-05-15,"Mixed (Private)",2885.80229813681,857.263753414154
"ZW",2007-05-15,"Wildlife (Communal)",2720.38140421689,15241.9863432348
"ZW",2007-05-15,"Wildlife (Private)",64.2702543464646,466.501964688301
"ZW",2007-05-15,"Wildlife (State)",10407.2959183416,113345.987820148
"ZW",2007-06-15,"Forest (State)",1503.06800479149,7532.08465129137
"ZW",2007-06-15,"Mixed (Communal)",1755.59235584195,16122.9627141953
"ZW",2007-06-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2007-06-15,"Wildlife (Communal)",2720.38140421689,19438.5905602574
"ZW",2007-06-15,"Wildlife (Private)",64.2702543464646,536.659442782402
"ZW",2007-06-15,"Wildlife (State)",10407.2959183416,132561.93243289
"ZW",2007-07-15,"Forest (State)",1503.06800479149,6546.24799239635
"ZW",2007-07-15,"Mixed (Communal)",1755.59235584195,14255.2851970196
"ZW",2007-07-15,"Mixed (Private)",2885.80229813681,857.263753414154
"ZW",2007-07-15,"Wildlife (Communal)",2720.38140421689,16922.5767664313
"ZW",2007-07-15,"Wildlife (Private)",64.2702543464646,467.033461034298
"ZW",2007-07-15,"Wildlife (State)",10407.2959183416,110422.818562984
"ZW",2007-08-15,"Forest (State)",1503.06800479149,2434.77164080739
"ZW",2007-08-15,"Mixed (Communal)",1755.59235584195,4933.99608939886
"ZW",2007-08-15,"Mixed (Private)",2885.80229813681,351.751960217953
"ZW",2007-08-15,"Wildlife (Communal)",2720.38140421689,5682.29138478637
"ZW",2007-08-15,"Wildlife (Private)",64.2702543464646,226.944883257151
"ZW",2007-08-15,"Wildlife (State)",10407.2959183416,48565.0630739033
"ZW",2007-09-15,"Forest (State)",1503.06800479149,-3706.84246882796
"ZW",2007-09-15,"Mixed (Communal)",1755.59235584195,-9122.83458977938
"ZW",2007-09-15,"Mixed (Private)",2885.80229813681,-438.110250532627
"ZW",2007-09-15,"Wildlife (Communal)",2720.38140421689,-11346.9900740981
"ZW",2007-09-15,"Wildlife (Private)",64.2702543464646,-168.665352255106
"ZW",2007-09-15,"Wildlife (State)",10407.2959183416,-47966.729077071
"ZW",2007-10-15,"Forest (State)",1503.06800479149,-3450.83860319853
"ZW",2007-10-15,"Mixed (Communal)",1755.59235584195,-7805.69892391562
"ZW",2007-10-15,"Mixed (Private)",2885.80229813681,-343.326767385006
"ZW",2007-10-15,"Wildlife (Communal)",2720.38140421689,-9841.88194526732
"ZW",2007-10-15,"Wildlife (Private)",64.2702543464646,-137.188973426819
"ZW",2007-10-15,"Wildlife (State)",10407.2959183416,-39129.3659973741
"ZW",2007-11-15,"Forest (State)",1503.06800479149,-2084.1850130707
"ZW",2007-11-15,"Mixed (Communal)",1755.59235584195,-5882.48027533293
"ZW",2007-11-15,"Mixed (Private)",2885.80229813681,-216.948811113834
"ZW",2007-11-15,"Wildlife (Communal)",2720.38140421689,-8550.37598417513
"ZW",2007-11-15,"Wildlife (Private)",64.2702543464646,-28.6161411292851
"ZW",2007-11-15,"Wildlife (State)",10407.2959183416,-18333.637833342
"ZW",2007-12-15,"Forest (State)",1503.06800479149,5894.36817330122
"ZW",2007-12-15,"Mixed (Communal)",1755.59235584195,12226.565094173
"ZW",2007-12-15,"Mixed (Private)",2885.80229813681,794.074807167053
"ZW",2007-12-15,"Wildlife (Communal)",2720.38140421689,16597.3012335896
"ZW",2007-12-15,"Wildlife (Private)",64.2702543464646,465.704720973969
"ZW",2007-12-15,"Wildlife (State)",10407.2959183416,126505.357867122
"ZW",2008-01-15,"Forest (State)",1503.06800479149,12823.1280348301
"ZW",2008-01-15,"Mixed (Communal)",1755.59235584195,31577.8938957453
"ZW",2008-01-15,"Mixed (Private)",2885.80229813681,2026.25989675522
"ZW",2008-01-15,"Wildlife (Communal)",2720.38140421689,41555.3524602652
"ZW",2008-01-15,"Wildlife (Private)",64.2702543464646,1015.77363741398
"ZW",2008-01-15,"Wildlife (State)",10407.2959183416,304871.304804564
"ZW",2008-02-15,"Forest (State)",1503.06800479149,27210.9034588337
"ZW",2008-02-15,"Mixed (Communal)",1755.59235584195,66731.220859766
"ZW",2008-02-15,"Mixed (Private)",2885.80229813681,3763.95681142807
"ZW",2008-02-15,"Wildlife (Communal)",2720.38140421689,80055.3919222355
"ZW",2008-02-15,"Wildlife (Private)",64.2702543464646,1729.36616039276
"ZW",2008-02-15,"Wildlife (State)",10407.2959183416,487298.233869553
"ZW",2008-03-15,"Forest (State)",1503.06800479149,22666.7004811764
"ZW",2008-03-15,"Mixed (Communal)",1755.59235584195,48619.3401954174
"ZW",2008-03-15,"Mixed (Private)",2885.80229813681,3005.6889462471
"ZW",2008-03-15,"Wildlife (Communal)",2720.38140421689,61961.2276110649
"ZW",2008-03-15,"Wildlife (Private)",64.2702543464646,1528.75589704514
"ZW",2008-03-15,"Wildlife (State)",10407.2959183416,380703.921519756
"ZW",2008-04-15,"Forest (State)",1503.06800479149,14142.7440640926
"ZW",2008-04-15,"Mixed (Communal)",1755.59235584195,25815.0589427948
"ZW",2008-04-15,"Mixed (Private)",2885.80229813681,1583.93701791763
"ZW",2008-04-15,"Wildlife (Communal)",2720.38140421689,34067.3407164812
"ZW",2008-04-15,"Wildlife (Private)",64.2702543464646,1009.36613106728
"ZW",2008-04-15,"Wildlife (State)",10407.2959183416,200449.629986048
"ZW",2008-05-15,"Forest (State)",1503.06800479149,7743.35436362028
"ZW",2008-05-15,"Mixed (Communal)",1755.59235584195,14521.2990607023
"ZW",2008-05-15,"Mixed (Private)",2885.80229813681,1015.23624658585
"ZW",2008-05-15,"Wildlife (Communal)",2720.38140421689,19187.2813128233
"ZW",2008-05-15,"Wildlife (Private)",64.2702543464646,630.025602459908
"ZW",2008-05-15,"Wildlife (State)",10407.2959183416,130751.362388849
"ZW",2008-06-15,"Forest (State)",1503.06800479149,9241.02178269625
"ZW",2008-06-15,"Mixed (Communal)",1755.59235584195,17599.635509491
"ZW",2008-06-15,"Mixed (Private)",2885.80229813681,1204.80321288109
"ZW",2008-06-15,"Wildlife (Communal)",2720.38140421689,22446.8879282475
"ZW",2008-06-15,"Wildlife (Private)",64.2702543464646,614.287390828133
"ZW",2008-06-15,"Wildlife (State)",10407.2959183416,148247.504859209
"ZW",2008-07-15,"Forest (State)",1503.06800479149,8062.34055036306
"ZW",2008-07-15,"Mixed (Communal)",1755.59235584195,14809.2813634872
"ZW",2008-07-15,"Mixed (Private)",2885.80229813681,983.641709685326
"ZW",2008-07-15,"Wildlife (Communal)",2720.38140421689,18238.8267754316
"ZW",2008-07-15,"Wildlife (Private)",64.2702543464646,521.452742040157
"ZW",2008-07-15,"Wildlife (State)",10407.2959183416,124535.455548406
"ZW",2008-08-15,"Forest (State)",1503.06800479149,3375.07678440213
"ZW",2008-08-15,"Mixed (Communal)",1755.59235584195,5657.09650352597
"ZW",2008-08-15,"Mixed (Private)",2885.80229813681,414.940938353539
"ZW",2008-08-15,"Wildlife (Communal)",2720.38140421689,7030.9035474211
"ZW",2008-08-15,"Wildlife (Private)",64.2702543464646,265.625982522964
"ZW",2008-08-15,"Wildlife (State)",10407.2959183416,57094.0985510349
"ZW",2008-09-15,"Forest (State)",1503.06800479149,-4045.13963663578
"ZW",2008-09-15,"Mixed (Communal)",1755.59235584195,-7679.29143825173
"ZW",2008-09-15,"Mixed (Private)",2885.80229813681,-438.110250532627
"ZW",2008-09-15,"Wildlife (Communal)",2720.38140421689,-9634.21469551325
"ZW",2008-09-15,"Wildlife (Private)",64.2702543464646,-199.610235005617
"ZW",2008-09-15,"Wildlife (State)",10407.2959183416,-49844.7405439913
"ZW",2008-10-15,"Forest (State)",1503.06800479149,-5834.15554395318
"ZW",2008-10-15,"Mixed (Communal)",1755.59235584195,-10716.5253989697
"ZW",2008-10-15,"Mixed (Private)",2885.80229813681,-659.271658062935
"ZW",2008-10-15,"Wildlife (Communal)",2720.38140421689,-13518.092349112
"ZW",2008-10-15,"Wildlife (Private)",64.2702543464646,-370.338594019413
"ZW",2008-10-15,"Wildlife (State)",10407.2959183416,-73818.6964369714
"ZW",2008-11-15,"Forest (State)",1503.06800479149,-4258.44676271081
"ZW",2008-11-15,"Mixed (Communal)",1755.59235584195,-8701.62393316627
"ZW",2008-11-15,"Mixed (Private)",2885.80229813681,-438.110250532627
"ZW",2008-11-15,"Wildlife (Communal)",2720.38140421689,-10673.9388756454
"ZW",2008-11-15,"Wildlife (Private)",64.2702543464646,-191.874010413885
"ZW",2008-11-15,"Wildlife (State)",10407.2959183416,-49019.090952158
"ZW",2008-12-15,"Forest (State)",1503.06800479149,6844.06286984682
"ZW",2008-12-15,"Mixed (Communal)",1755.59235584195,17161.6830316186
"ZW",2008-12-15,"Mixed (Private)",2885.80229813681,983.641709685326
"ZW",2008-12-15,"Wildlife (Communal)",2720.38140421689,21842.251798749
"ZW",2008-12-15,"Wildlife (Private)",64.2702543464646,580.950790405273
"ZW",2008-12-15,"Wildlife (State)",10407.2959183416,150887.268243313
"ZW",2009-01-15,"Forest (State)",1503.06800479149,16672.8424283266
"ZW",2009-01-15,"Mixed (Communal)",1755.59235584195,44094.8033530712
"ZW",2009-01-15,"Mixed (Private)",2885.80229813681,2279.01568174362
"ZW",2009-01-15,"Wildlife (Communal)",2720.38140421689,49887.1435668468
"ZW",2009-01-15,"Wildlife (Private)",64.2702543464646,1047.25003159046
"ZW",2009-01-15,"Wildlife (State)",10407.2959183416,314590.653340816
"ZW",2009-02-15,"Forest (State)",1503.06800479149,20595.1949937344
"ZW",2009-02-15,"Mixed (Communal)",1755.59235584195,51627.6970310211
"ZW",2009-02-15,"Mixed (Private)",2885.80229813681,3005.6889462471
"ZW",2009-02-15,"Wildlife (Communal)",2720.38140421689,62224.673173666
"ZW",2009-02-15,"Wildlife (Private)",64.2702543464646,1372.43700933456
"ZW",2009-02-15,"Wildlife (State)",10407.2959183416,386106.518989563
"ZW",2009-03-15,"Forest (State)",1503.06800479149,18674.8992912769
"ZW",2009-03-15,"Mixed (Communal)",1755.59235584195,40870.3935985565
"ZW",2009-03-15,"Mixed (Private)",2885.80229813681,2626.55501365662
"ZW",2009-03-15,"Wildlife (Communal)",2720.38140421689,54180.450951457
"ZW",2009-03-15,"Wildlife (Private)",64.2702543464646,1395.37988162041
"ZW",2009-03-15,"Wildlife (State)",10407.2959183416,334117.108105659
"ZW",2009-04-15,"Forest (State)",1503.06800479149,13813.482270956
"ZW",2009-04-15,"Mixed (Communal)",1755.59235584195,28370.3145861626
"ZW",2009-04-15,"Mixed (Private)",2885.80229813681,1963.07082295418
"ZW",2009-04-15,"Wildlife (Communal)",2720.38140421689,37600.4899690151
"ZW",2009-04-15,"Wildlife (Private)",64.2702543464646,1141.67912149429
"ZW",2009-04-15,"Wildlife (State)",10407.2959183416,253165.654539347
